FoodCode	ModCode	Main.food.description
53410800	0	Cobbler, peach
53410850	0	Cobbler, pear
53410860	0	Cobbler, pineapple
53410880	0	Cobbler, plum
53410900	0	Cobbler, rhubarb
53415100	0	Crisp, apple 
53415120	0	Fritter, apple
53415200	0	Fritter, banana
53415220	0	Fritter, berry
53415300	0	Crisp, blueberry
53415400	0	Crisp, cherry
53415500	0	Crisp, peach
53415600	0	Crisp, rhubarb
53420100	0	Cream puff or eclair, custard or cream filled, not iced
53420200	0	Cream puff or eclair, custard or cream filled, iced
53420210	0	Cream puff or eclair, custard or cream filled, iced, reduced fat
53420250	0	Cream puff, no filling or icing
53420300	0	Fritter or fried puff, air filed,without syrup, Puerto Rican style 
53420400	0	Sopaipilla, without syrup or honey
53420410	0	Sopaipilla with syrup or honey
53430100	0	Crepe, dessert type, chocolate-filled
53430200	0	Crepe, dessert type, fruit-filled (blueberry)
53430250	0	Crepe suzette
53430300	0	Crepe, dessert type, ice cream-filled
53430700	0	Tamale, sweet
53430700	0	Tamales, sweet
53430750	0	Tamales, sweet, with fruit
53430750	0	Tamale, sweet, with fruit
53440000	0	Strudel, apple
53440300	0	Strudel, berry
53440500	0	Strudel, cherry
53440600	0	Strudel, cheese
53440700	0	Strudel, peach
53440750	0	Strudel, pineapple
53440800	0	Strudel, cheese and fruit
53441110	0	Baklava
53450000	0	Turnover or dumpling, apple
53450300	0	Turnover or dumpling, berry
53450500	0	Turnover or dumpling, cherry
53450800	0	Turnover or dumpling, lemon
53451000	0	Turnover or dumpling, peach
53451500	0	Turnover, guava
53451750	0	Turnover, pumpkin
53452100	0	Pastry, fruit-filled
53452120	0	Pastry with bean or lotus seed paste filling (Chinese Moon Cake)
53452130	0	Pastry with bean paste and salted egg yolk filling (Chinese Moon Cake)
53452150	0	Pastry, Chinese, made with rice flour (nine-layer pudding)
53452170	0	Pastry, cookie type, fried (Paczki)
53452200	0	Pastry, Italian, with cheese (cannoli)
53452400	0	Pastry, puff (angel wings)
53452420	0	Pastry, puff, custard or cream filled, iced or not iced (cream horn, Napolean)
53452450	0	Cheese pastry puffs (cheese straws)
53452500	0	Pastry, mainly flour and water, fried (Elephant Ears)
53453150	0	Empanada, fruit-filled
53453170	0	Empanada, pumpkin
53510000	0	Danish pastry, plain or spice
53510100	0	Danish pastry, with fruit (Toaster Strudel)
53510200	0	Danish pastry, with nuts
53511000	0	Danish pastry, with cheese
53511500	0	Danish pastry, with cheese, fat free, cholesterol free
53520110	0	Donuts, cake type (glazed, powdered sugar)
53520110	0	Doughnuts, cake type (glazed, powdered sugar)
53520120	0	Doughnuts, cake type, chocolate
53520120	0	Donuts, cake type, chocolate
53520140	0	Donuts, cake type, with chocolate icing 
53520140	0	Doughnuts, cake type, with chocolate icing 
53520150	0	Doughnuts, cake type, with chocolate icing, dipped in peanuts
53520150	0	Donuts, cake type, with chocolate icing, dipped in peanuts
53520160	0	Donuts, cake type, chocolate, with chocolate icing
53520160	0	Doughnuts, cake type, chocolate, with chocolate icing
53520200	0	Churros
53520500	0	Donuts, Okinawan
53520500	0	Doughnuts, Okinawan
53520700	0	French cruller
53521100	0	Doughnuts, raised, chocolate, with chocolate icing
53521100	0	Donuts, raised, chocolate, with chocolate icing
53521110	0	Donuts, raised (glazed)
53521110	0	Doughnuts, raised (glazed)
53521120	0	Doughnuts, raised, chocolate
53521120	0	Donuts, raised, chocolate
53521130	0	Doughnuts, raised, with chocolate icing
53521130	0	Donuts, raised, with chocolate icing
53521140	0	Donuts, jelly
53521140	0	Doughnuts, jelly
53521210	0	Doughnuts, custard-filled
53521210	0	Donuts, custard-filled
53521220	0	Donuts, chocolate cream-filled
53521220	0	Doughnuts, chocolate cream-filled
53521230	0	Doughnuts, custard-filled, with icing
53521230	0	Donuts, custard-filled, with icing
53521250	0	Donuts, wheat (glazed)
53521250	0	Doughnuts, wheat (glazed)
53521300	0	Doughnuts, wheat, with chocolate icing
53521300	0	Donuts, wheat, with chocolate icing
53530000	0	Breakfast tart (Pop Tart)
53530010	0	Breakfast tart, lowfat (Pop Tart)
53540200	0	Breakfast bar, cereal crust with fruit filling, lowfat
53540300	0	Fiber One Chewy Bar
53540400	0	Kellogg's Nutri-Grain Cereal Bar
53540402	0	Kellogg's Nutri-Grain Yogurt Bar
53540404	0	Kellogg's Nutri-Grain Fruit and Nut Bar
53540500	0	Breakfast bar, date, with yogurt coating (Jenny's Cuisine Breakfast Bar)
53540600	0	Milk 'n Cereal bar
53540700	0	Kellogg's Special K bar
53540800	0	Kashi GOLEAN Chewy Bars
53540802	0	Kashi TLC Chewy Granola Bar
53540804	0	Kashi GOLEAN Crunchy Bars
53540900	0	Granola bar, Nature Valley Chewy Trail Mix
53540902	0	Granola bar, Nature Valley Chewy Yogurt
53540904	0	Granola bar, Nature Valley Sweet and Salty
53540906	0	Granola bar, Nature Valley Crunchy
53541000	0	Granola bar, Quaker Chewy
53541002	0	Granola bar, Quaker Chewy 90 Calorie
53541004	0	Granola bar, Quaker Chewy 25% Less Sugar
53541006	0	Granola bar, Quaker Chewy Dipps
53541200	0	Meal replacement bar (Slim Fast, Special K Protein Meal Bar)
53541300	0	Slim Fast Original Meal Bar
53542000	0	Snack bar, oatmeal (Quaker Oatmeal To Go)
53542100	0	Granola bar, oats, raisins, coconut (Nature Valley Chewy, Quaker Oats Chewy)
53542200	0	Granola bar, oats, fruit and nuts, lowfat
53542210	0	Granola bar, fat free (Health Valley Fat-Free Granola Bar)
53543000	0	Granola bar, oats, reduced sugar (Quaker Chewy Reduced Sugar)
53543100	0	Granola bar, peanuts, oats, wheat germ
53544210	0	Granola bar, with coconut, chocolate-coated (Fudge Dipped Chewy Granola Bar) 
53544220	0	Granola bar with nuts, chocolate-coated (Kudos Crunchy Nut Snack)
53544230	0	Granola bar, oats and nuts, coated with non-chocolate coating (Nature Valley Sweet & Salty Nut Granola Bars) 
53544250	0	Granola bar, with non-chocolate coating
53544300	0	Granola bar, high fiber, coated with non-chocolate yogurt coating (Fi-bar)
53544400	0	Granola bar, with rice cereal (Rice Krispies Bar)
53544410	0	Quaker Granola Bites
53544450	0	PowerBar (fortified high energy bar)
53610100	0	Coffee cake, crumb or quick-bread type
53610120	0	Coffee cake, crumb or quick-bread type, reduced fat, cholesterol free
53610170	0	Coffee cake, crumb or quick-bread type, with raisins
53610200	0	Coffee cake, crumb or quick-bread type, cheese-filled
53610250	0	Coffee cake, crumb or quick-bread type, custard filled
53710806	0	Kashi TLC Crunchy Granola Bar
54102010	0	Graham cracker
54102010	0	Graham crackers
54102020	0	Graham crackers, chocolate covered
54102020	0	Graham cracker, chocolate covered
54102050	0	Cracker, oatmeal
54102050	0	Crackers, oatmeal
54102060	0	Crackers, Cuban
54102060	0	Cracker, Cuban
54102100	0	Graham cracker, lowfat
54102100	0	Graham crackers, lowfat
54102110	0	Graham cracker, fat free
54102110	0	Graham crackers, fat free
54102200	0	Graham crackers, with filling or icing (Bearwiches, Dunkaroos)
54102200	0	Graham cracker, with filling or icing (Bearwiches, Dunkaroos)
54201010	0	Crackers, matzo, low sodium
54201010	0	Cracker, matzo, low sodium
54202010	0	Cracker, saltine, low sodium
54202010	0	Crackers, saltine, low sodium
54202050	0	Crackers, saltine, fat free, low sodium
54202050	0	Cracker, saltine, fat free, low sodium
54203010	0	Cracker, toast thins (rye, wheat, white flour), low sodium
54203010	0	Crackers, toast thins (rye, wheat, white flour), low sodium
54204010	0	Crackers, 100% whole wheat, low sodium
54204010	0	Cracker, 100% whole wheat, low sodium
54205010	0	Cracker, snack, low sodium
54205010	0	Crackers, snack, low sodium
54205030	0	Crackers, cheese, low sodium
54205030	0	Cracker, cheese, low sodium
54205100	0	Cracker, snack, lowfat, low sodium
54205100	0	Crackers, snack, lowfat, low sodium
54206010	0	Rice cakes, without salt
54206010	0	Rice cake, without salt
54207010	0	Crispbread, wheat, low sodium (Low Sodium French Crisp Toast) 
54210010	0	Crackers, multigrain, salt free
54210010	0	Cracker, multigrain, salt free
54222000	0	Crispbread, rye, low sodium
54301000	0	Crackers, snack (Ritz, Club, Sociables, Town House, Toasteds)
54301000	0	Cracker, snack (Ritz, Club, Sociables, Town House, Toasteds)
54301100	0	Cracker, snack, reduced fat (Ritz, Town House, Toasteds)
54301100	0	Crackers, snack, reduced fat (Ritz, Town House, Toasteds)
54301200	0	Crackers, snack, fat free (Snackwell's fat free)
54301200	0	Cracker, snack, fat free (Snackwell's fat free)
54304000	0	Crackers, cheese (Cheez-its, Cheese Nips, Goldfish) 
54304000	0	Cracker, cheese (Cheez-its, Cheese Nips, Goldfish) 
54304100	0	Cracker, cheese, reduced fat (Cheez-It Reduced Fat)
54304100	0	Crackers, cheese, reduced fat (Cheez-It Reduced Fat)
54304150	0	Crackers, cheese, whole grain (Cheez-its, Goldfish)
54304150	0	Cracker, cheese, whole grain (Cheez-its, Goldfish)
54304500	0	Crackers, high fiber, no added fat
54304500	0	Cracker, high fiber, no added fat
54305000	0	Crispbread, wheat, no added fat (Lavosh, pilot bread)
54305500	0	Crispbread, wheat or rye, extra crispy
54307000	0	Cracker, matzo
54307000	0	Crackers, matzo
54313000	0	Crackers, oyster
54313000	0	Cracker, oyster
54318000	0	Chips, brown rice
54318500	0	Rice cakes, mini
54318500	0	Rice cake, mini
54319000	0	Cracker, rice
54319000	0	Crackers, rice
54319010	0	Rice cake, puffed
54319010	0	Rice cakes, puffed
54319020	0	Popcorn cake
54319200	0	Puffed wheat cake
54319500	0	Rice paper
54322000	0	Crispbread, rye, no added fat (Wasa Rye)
54325000	0	Crackers, saltine
54325000	0	Cracker, saltine
54325050	0	Cracker, saltine, whole wheat
54325050	0	Crackers, saltine, whole wheat
54326000	0	Cracker, multigrain
54326000	0	Crackers, multigrain
54327950	0	Pretzel, peanut-butter filled (Combos)
54327950	0	Pretzels, peanut-butter filled (Combos)
54328100	0	Crackers, sandwich-type, peanut butter filled (Ritz Bits, Lance, Austin or Keebler Sandwich Crackers)
54328100	0	Cracker, sandwich-type, peanut butter filled (Ritz Bits, Lance, Austin or Keebler Sandwich Crackers)
54328110	0	Cracker, sandwich-type, peanut butter filled, reduced fat (Lance, Austin or Keebler Sandwich Crackers)
54328110	0	Crackers, sandwich-type, peanut butter filled, reduced fat (Lance, Austin or Keebler Sandwich Crackers)
54328200	0	Crackers, sandwich-type, cheese-filled (Ritz Bits, Lance, Austin or Keebler Sandwich Crackers)
54328200	0	Cracker, sandwich-type, cheese-filled (Ritz Bits, Lance, Austin or Keebler Sandwich Crackers)
54334000	0	Cracker, toast thins (rye, pumpernickel, white flour), (Won ton Chips, Keebler Munch 'ems)
54334000	0	Crackers, toast thins (rye, pumpernickel, white flour), (Won ton Chips, Keebler Munch 'ems)
54336000	0	Crackers, water biscuits
54336000	0	Cracker, water biscuits
54337000	0	Crackers, 100% whole wheat (Triscuit, Wheatbury)
54337000	0	Cracker, 100% whole wheat (Triscuit, Wheatbury)
54337050	0	Cracker, 100% whole wheat, reduced fat (Reduced Fat Triscuit) 
54337050	0	Crackers, 100% whole wheat, reduced fat (Reduced Fat Triscuit) 
54337100	0	Cracker, whole wheat and bran
54337100	0	Crackers, whole wheat and bran
54338000	0	Crackers, wheat (Wheatables, Wheat Thins)
54338000	0	Cracker, wheat (Wheatables, Wheat Thins)
54338100	0	Cracker, wheat, reduced fat (Wheatables, Wheat Thins)
54338100	0	Crackers, wheat, reduced fat (Wheatables, Wheat Thins)
54401010	0	Corn nuts
54401020	0	Corn chips (Fritos)
54401050	0	Corn puffs and twists (Cheetos, Cheez Doodles, Cheese Balls, Funyuns, Bugles)
54401080	0	Tortilla chips (Tostitos, Doritos)
54401100	0	Tortilla chips, light (Baked Doritos)
54401120	0	Tortilla chips, fat free, made with Olean (Doritos Light)
54401150	0	Tortilla chips, lowfat (Baked Tostitos) 
54401170	0	Tortilla chips, lowfat, unsalted
54401200	0	Tortilla chips, with oat bran
54401210	0	Cheese puffs and twists, lowfat
54402080	0	Tortilla chips, unsalted
54402200	0	Snack mix, corn chips and  pretzels, without nuts
54402300	0	Snack mix, wheat-based (Spicer's snacks)
54402500	0	Chips, wheat and corn (pizza chips)
54402600	0	Multigrain chips (Sunchips)
54402610	0	Potato chips, restructured, multigrain (Pringles)
54402700	0	Pita chips
54403000	0	Popcorn, microwave or popped in oil, unbuttered
54403010	0	Popcorn, air-popped (no butter or oil added)
54403020	0	Popcorn, microwave or popped in oil, buttered
54403020	205732	Popcorn, microwave or popped in oil, with margarine
54403040	0	Popcorn, air-popped, buttered
54403040	205687	Popcorn, air-popped, with margarine
54403050	0	Popcorn, flavored
54403060	0	Popcorn, microwave or popped in oil, lowfat, low sodium
54403070	0	Popcorn, microwave or popped in oil, lowfat
54403090	0	Popcorn, microwave or popped in oil, unsalted
54403110	0	Popcorn, caramel
54403120	0	Popcorn, caramel, with nuts
54403150	0	Popcorn, caramel, fat free
54406010	0	Snacks, onion-flavored rings 
54406200	0	Shrimp chips (tapioca base)
54408010	0	Pretzels, hard, salted
54408010	0	Pretzel, hard, salted
54408020	0	Pretzel, soft, salted
54408020	0	Pretzels, soft, salted
54408030	0	Pretzels, hard, unsalted
54408030	0	Pretzel, hard, unsalted
54408040	0	Pretzel, soft, unsalted
54408040	0	Pretzels, soft, unsalted
54408050	0	Pretzels, oatbran, hard
54408050	0	Pretzel, oatbran, hard
54408070	0	Pretzel, hard, multigrain
54408070	0	Pretzels, hard, multigrain
54408200	0	Pretzels, hard, chocolate-covered
54408200	0	Pretzel, hard, chocolate-covered
54408250	0	Pretzel, yogurt-covered
54408250	0	Pretzels, yogurt-covered
54408300	0	Pretzels, cheese-filled (Combos)
54408300	0	Pretzel, cheese-filled (Combos)
54412110	0	Wheat sticks, 100% whole wheat
54420010	0	Snack mix (party mix), multigrain, pretzels, cereal , nuts (Chex mix)
54420100	0	Snack mix (party mix), Asian, peanuts, sesame sticks, chili rice crackers, fried green peas
54420200	0	Snack mix, multigrain, bread sticks, sesame nuggets, pretzels, rye chips (Gardetto's snack mix)
54430010	0	Yogurt chips
54440010	0	Bagel chips
55101000	0	Pancakes, plain
55101010	0	Pancakes, reduced calorie, high fiber
55101015	0	Pancakes, plain, reduced fat
55101020	0	Pancakes, plain, fat free
55103000	0	Pancakes, blueberry
55103100	0	Pancakes, chocolate chip
55105000	0	Pancakes, buckwheat
55105100	0	Pancakes, cornmeal
55105200	0	Pancakes, whole wheat
55105205	0	Pancakes, whole wheat, reduced fat
55105210	0	Pancakes, whole wheat, fat free
55105300	0	Pancakes, sour dough
55105400	0	Pancakes, rye
55201000	0	Waffles, plain (Belgian waffles)
55202000	0	Waffles, wheat, bran, or multigrain (Roman Meal)
55203000	0	Waffles, blueberry
55203500	0	Waffles, nut and honey (Eggo)
55203600	0	Waffles, chocolate chip
55204000	0	Waffles, cornmeal
55205000	0	Waffles, 100% whole wheat or 100% whole grain
55206000	0	Waffles, oat bran
55207000	0	Waffles, multi-bran (Eggo Nutrigrain)
55211000	0	Waffles, plain, fat free (Eggo Special K Waffless)
55211050	0	Waffles, plain, lowfat (Aunt Jemima)
55212000	0	Waffles, whole wheat, lowfat
55301000	0	French toast, plain
55301050	0	French toast sticks, plain
55310100	0	Bread fritters, Puerto Rican style 
55401000	0	Crepe, plain
55501000	0	Chinese pancake (flour and water patty)
55610200	0	Dumpling, fried, Puerto Rican style
55610200	0	Dumplings, fried, Puerto Rican style
55610300	0	Dumplings, plain
55610300	0	Dumpling, plain
55701000	0	Cake made with glutinous rice (Mochi)
55702000	0	Cake or pancake made with rice flour and/or dried beans (Idli)
55702100	0	Dosa (Indian pancake), plain
55703000	0	Cake made with glutinous rice and dried beans (Injolmi)
55801000	0	Funnel cake
55801010	0	Funnel cake, with strawberries and powdered sugar
56101010	0	Macaroni, (or rotini, ziti, shells, lasagna noodles, other pasta), cooked (with salt, no fat added)
56101010	0	Pasta, (macaroni, rotini, ziti, shells, lasagna noodles), cooked (with salt, no fat added)
56101010	900000	Macaroni, (or rotini, ziti, shells, lasagna noodles, other pasta), cooked (no salt or fat added)
56101010	900000	Pasta, (macaroni, rotini, ziti, shells, lasagna noodles), cooked (no salt or fat added)
56101019	0	Pasta, lasagna noodles, dry
56101019	0	Pasta, rotini, dry
56101019	0	Pasta, macaroni, elbow, dry
56101019	0	Pasta, shells, dry
56101030	0	Pasta, (macaroni, rotini, ziti, shells, lasagna noodles), cooked (with salt and vegetable oil) 
56101030	0	Macaroni, (or rotini, ziti, shells, lasagna noodles, other pasta), cooked (with salt and vegetable oil) 
56102010	0	Macaroni, whole wheat, cooked (with salt, no fat added)
56102010	0	Pasta, (macaroni, rotini, ziti, shells, lasagna noodles), whole wheat, cooked (with salt, no fat added)
56102010	900000	Pasta, (macaroni, rotini, ziti, shells, lasagna noodles), whole wheat, cooked (no salt or fat added)
56102010	900000	Macaroni, whole wheat, cooked (no salt or fat added)
56102019	0	Pasta, shells, whole wheat, dry
56102019	0	Pasta, macaroni, elbow, whole wheat, dry
56102019	0	Pasta, rotini, whole wheat, dry
56102019	0	Pasta, lasagna noodles, whole wheat, dry
56102020	0	Pasta, (macaroni, rotini, ziti, shells, lasagna noodles), whole wheat, cooked (with salt and vegetable oil) 
56102020	0	Macaroni, whole wheat, cooked (with salt and vegetable oil) 
56103010	0	Macaroni, spinach, cooked (with salt, no fat added)
56103010	0	Pasta, spinach, cooked (with salt, no fat added)
56103010	900000	Macaroni, spinach, cooked (no salt or fat added)
56103010	900000	Pasta, spinach, cooked (no salt or fat added)
56103019	0	Pasta, spaghetti, spinach, dry
56103020	0	Pasta, spinach, cooked (with salt and vegetable oil) 
56103020	0	Macaroni, spinach, cooked (with salt and vegetable oil) 
56104010	0	Macaroni, vegetable, cooked (with salt, no fat added)
56104010	0	Pasta, vegetable, cooked (with salt, no fat added)
56104010	900000	Pasta, vegetable, cooked (no salt or fat added)
56104010	900000	Macaroni, vegetable, cooked (no salt or fat added)
56104020	0	Pasta, vegetable, cooked (with salt and vegetable oil) 
56104020	0	Macaroni, vegetable, cooked (with salt and vegetable oil) 
56112010	0	Noodles (egg noodles), cooked (with salt, no fat added)
56112010	900000	Noodles (egg noodles), cooked (no salt or fat added)
56112019	0	Pasta, egg noodles, dry
56112030	0	Noodles (egg noodles), cooked (with salt and vegetable oil) 
56113010	0	Noodles, whole wheat, cooked (with salt, no fat added)
56113010	900000	Noodles, whole wheat, cooked (no salt or fat added)
56114000	0	Noodles, spinach, cooked (with salt, no fat added)
56114000	900000	Noodles, spinach, cooked (no salt or fat added)
56114020	0	Noodles, spinach, cooked (with salt and vegetable oil) 
56116000	0	Noodles, chow mein
56117000	0	Long rice noodles (mung beans), cooked without fat
56117010	0	Long rice noodles (mung beans), cooked with vegetable oil 
56117100	0	Rice noodles (chow fun), cooked without fat
56117110	0	Rice noodles (chow fun), cooked with vegetable oil 
56117199	0	Rice noodles (chow fun), dry
56130010	0	Pasta, (spaghetti, linguini, vermicelli), cooked (with salt, no fat added)
56130010	0	Spaghetti, (or linguini, vermicelli), cooked (with salt, no fat added)
56130010	900000	Pasta, (spaghetti, linguini, vermicelli), cooked (no salt or fat added)
56130010	900000	Spaghetti, (or linguini, vermicelli), cooked (no salt or fat added)
56130019	0	Pasta, spaghetti, dry
56131000	0	Spaghetti, (or linguini, vermicelli), cooked (with salt and vegetable oil) 
56131000	0	Pasta, (spaghetti, linguini, vermicelli), cooked (with salt and vegetable oil) 
56132000	0	Pasta, (spaghetti, linguini, vermicelli), high protein type, cooked (with salt, no fat added)
56132000	0	Spaghetti, high protein type, cooked (with salt, no fat added)
56133000	0	Spaghetti, whole wheat, cooked (with salt, no fat added)
56133000	0	Pasta, (spaghetti, linguini, vermicelli), whole wheat, cooked (with salt, no fat added)
56133000	900000	Spaghetti, whole wheat, cooked (no salt or fat added)
56133000	900000	Pasta, (spaghetti, linguini, vermicelli), whole wheat, cooked (no salt or fat added)
56133010	0	Pasta, (spaghetti, linguini, vermicelli), whole wheat, cooked (with salt and vegetable oil) 
56133010	0	Spaghetti, whole wheat, cooked (with salt and vegetable oil) 
56133999	0	Pasta, spaghetti, whole wheat, dry
56145000	0	Pasta, ziti, dry
56145500	0	Pasta, fettucine noodles, dry
56200400	0	Barley, cooked (with salt, no fat added)
56200400	900000	Barley, cooked (no salt or fat added)
56200499	0	Barley, dry
56200500	0	Buckwheat groats (kasha), cooked (with salt, no fat added)
56200500	900000	Buckwheat groats (kasha), cooked (no salt or fat added)
56200510	0	Buckwheat groats, cooked (with salt and margarine)
56200599	0	Buckwheat groats (kasha), dry
56201010	0	Grits, corn or hominy, regular, cooked (with salt, no fat added)
56201010	206552	Grits, corn or hominy, regular, cooked (with salt and milk, no fat added)
56201010	900000	Grits, corn or hominy, regular, cooked (no salt or fat added)
56201018	0	Grits, regular or quick, white, dry
56201019	0	Grits, regular or quick, yellow, dry
56201020	0	Grits, corn or hominy, regular, cooked (with salt and margarine)
56201020	205192	Grits, corn or hominy, regular, cooked (with salt, milk, and margarine)
56201071	0	Grits, corn or hominy, regular, with cheese, cooked without fat
56201072	0	Grits, corn or hominy, regular, with cheese, cooked with margarine
56201081	0	Grits, corn or hominy, quick, with cheese, cooked without fat
56201082	0	Grits, corn or hominy, quick, with cheese, cooked with margarine
56201091	0	Grits, corn or hominy, instant, plain, with cheese, cooked without fat
56201092	0	Grits, corn or hominy, instant, plain, with cheese, cooked with margarine
56201092	101323	Grits, corn or hominy, instant, plain, with cheese, cooked with margarine and milk 
56201110	0	Grits, corn or hominy, quick, cooked (with salt, no fat added)
56201110	206522	Grits, corn or hominy, quick, cooked (with salt and milk, no fat added)
56201110	900000	Grits, corn or hominy, quick, cooked (no salt or fat added)
56201120	0	Grits, corn or hominy, quick, cooked (with salt and margarine)
56201120	101321	Grits, corn or hominy, quick, cooked (with salt, milk, and margarine)
56201210	0	Grits, corn or hominy, instant, plain, cooked (no fat added)
56201210	101322	Grits, corn or hominy, instant, plain, cooked (with milk, no fat added)
56201220	0	Grits, corn or hominy, instant, plain, cooked (with margarine)
56201220	101325	Grits, corn or hominy, instant, plain, cooked (with milk and margarine)
56201240	101326	Grits, corn or hominy, instant, cheddar flavor, cooked (with milk, no fat added)
56201250	0	Grits, corn or hominy, instant, cheddar flavor, cooked, (with margarine)
56201510	0	Cornmeal mush, made with water
56201520	0	Cornmeal mush, fried
56201530	0	Cornmeal mush, made with milk
56201550	0	Cornmeal dumpling
56201560	0	Cornmeal sticks, boiled (guanimes)
56201600	0	Cornmeal, lime-treated, cooked (Masa harina)
56201700	0	Cornstarch and milk cereal (Maizena)
56201750	0	Cornstarch, dry
56202000	0	Millet, cooked (with salt, no fat added)
56202000	900000	Millet, cooked (no salt or fat added)
56202100	0	Millet, cooked (with salt and margarine)
56202999	0	Millet, dry
56203010	0	Oatmeal, regular, cooked (with salt, no fat added)
56203010	205375	Oatmeal, regular, cooked (with salt and soymilk, no fat added)
56203010	206745	Oatmeal, regular, cooked (with salt and rice milk, no fat added)
56203010	900000	Oatmeal, regular, cooked (no salt or fat added)
56203019	0	Oats, regular or quick, to be cooked in liquid
56203020	0	Oatmeal, quick, cooked (with salt, no fat added)
56203020	100530	Oatmeal, quick, cooked (with salt and soymilk, no fat added)
56203020	900000	Oatmeal, quick, cooked (no salt or fat added)
56203050	0	Oatmeal, regular, cooked (with salt and margarine)
56203060	0	Oatmeal, quick, cooked (with salt and margarine)
56203070	0	Oatmeal, instant, cooked (with margarine)
56203070	206418	Oatmeal, instant, cooked (with milk and margarine)
56203110	0	Oatmeal with maple flavor, cooked
56203200	0	Oatmeal with fruit, cooked
56203211	0	Oatmeal, regular, cooked (with salt and milk, no fat added)
56203212	0	Oatmeal, quick, cooked (made salt and milk, no fat added)
56203221	0	Oatmeal, regular, cooked (with salt, milk, and margarine)
56203222	0	Oatmeal, quick, cooked (with salt, milk, and margarine)
56203223	0	Oatmeal, instant, cooked (with salt, milk, and margarine)
56203610	0	Oatmeal, multigrain, cooked (with salt, no fat added)
56203610	206537	Oatmeal, multigrain, cooked (with salt and milk, no fat added)
56203619	0	Oats, multigrain, to be cooked in liquid
56203620	0	Oatmeal, multigrain, cooked (with salt and margarine)
56204005	0	Quinoa, cooked (with salt, no fat added)
56204010	0	Quinoa, cooked (with salt and margarine)
56205002	0	Rice, white, cooked (with salt and vegetable oil) 
56205004	0	Rice, white, cooked (with salt and butter)
56205006	0	Rice, white, cooked, cooked (with salt and margarine)
56205008	0	Rice, white, cooked, (with salt, no fat added)
56205010	900000	Rice, white, cooked (no salt or fat added)
56205012	0	Rice, brown, cooked, fat added in cooking (with salt and vegetable oil) 
56205014	0	Rice, brown, cooked, fat added in cooking (with salt and butter)
56205016	0	Rice, brown, cooked, fat added in cooking (with salt and margarine)
56205018	0	Rice, brown, cooked (with salt, no fat added)
56205019	0	Rice, white, regular, dry
56205039	0	Rice, white, instant, dry
56205050	0	Rice cereal (cream of rice), cooked (with salt, no fat added)
56205050	900000	Rice cereal (cream of rice), cooked (no salt or fat added)
56205060	0	Rice, cooked with milk
56205080	0	Rice, creamed, made with milk and sugar, Puerto Rican style
56205110	900000	Rice, brown, cooked (no salt or fat added)
56205119	0	Rice, brown, regular, dry
56205150	0	Rice, yellow, cooked (with salt, no fat added)
56205170	0	Rice, yellow, cooked (with salt and margarine)
56205170	200798	Rice, yellow, cooked (with salt and vegetable oil) 
56205170	201429	Rice, yellow, cooked (with salt and butter)
56205190	0	Rice, white, glutinous
56205210	0	Rice, wild, cooked (with salt, no fat added)
56205210	900000	Rice, wild, cooked (no salt or fat added)
56205215	0	Rice, wild, cooked (with salt and vegetable oil)
56205219	0	Rice, wild, dry
56205300	0	Rice, white and wild blend, cooked without fat
56205310	0	Rice, brown and wild blend, cooked without fat
56205320	0	Rice, white and wild blend, cooked with margarine
56205320	205440	Rice, white and wild blend, cooked with butter
56205320	205537	Rice, white and wild blend, cooked with vegetable oil 
56205340	0	Rice, brown and wild blend, cooked with margarine
56205340	101292	Rice, brown and wild blend, cooked with vegetable oil
56205340	204500	Rice, brown and wild blend, cooked with butter
56205410	0	Rice, white, cooked with oil, Puerto Rican style
56207010	0	Cream of wheat, regular, cooked (with salt, no fat added)
56207010	205427	Cream of wheat, regular, cooked (with salt and soymilk, no fat added)
56207010	206436	Cream of wheat, regular, cooked (with salt and milk, no fat added)
56207010	900000	Cream of wheat, regular, cooked (no salt or fat added)
56207019	0	Cream of wheat, regular, dry
56207020	0	Cream of wheat, quick, cooked (with salt, no fat added)
56207020	202352	Cream of wheat, quick, cooked (with salt and milk, no fat added)
56207020	900000	Cream of wheat, quick, cooked (no salt or fat added)
56207030	0	Cream of wheat, instant, cooked (no fat added)
56207030	200871	Cream of wheat, instant, cooked (with milk, no fat added)
56207039	0	Cream of wheat, instant, dry
56207060	0	Cream of wheat, instant, cooked (with margarine)
56207060	101328	Cream of wheat, instant, cooked (with milk and margarine)
56207110	0	Bulgur (wheat pilaf), cooked (with salt, no fat added)
56207110	900000	Bulgur (wheat pilaf), cooked (no salt or fat added)
56207119	0	Bulgur (wheat pilaf), dry
56207120	0	Bulgur (wheat pilaf), cooked (with salt and margarine)
56207150	0	Couscous, plain, cooked (with salt, no fat added)
56207150	900000	Couscous, plain, cooked (no salt or fat added)
56207159	0	Couscous, dry
56207180	0	Couscous, plain, cooked (with salt and margarine)
56207180	100633	Couscous, plain, cooked (with salt and butter)
56207180	203973	Couscous, plain, cooked (with salt and vegetable oil) 
56207200	0	Whole wheat cereal (Roman Meal, Branola, Wheatena), cooked (with salt, no fat added)
56207200	101329	Whole wheat cereal (Roman Meal, Branola, Wheatena), cooked (with salt and milk, no fat added)
56207200	900000	Whole wheat cereal (Roman Meal, Branola, Wheatena), cooked (no salt or fat added)
