FoodCode	ModCode	Main.food.description
13210410	202676	Rice pudding, with fat free (skim) milk
13210410	206391	Rice pudding, with soy milk (soy beverage)
13210410	206391	Pudding, rice, with soy milk (soy beverage)
13210500	201871	Pudding, tapioca,  home recipe, with reduced fat (2%) milk
13210500	201871	Tapioca pudding, home recipe, with reduced fat (2%) milk
13210500	202999	Tapioca pudding, home recipe, with whole milk
13210500	202999	Pudding, tapioca,  home recipe, with whole milk
13210500	203651	Pudding, tapioca,  home recipe, with fat free (skim)  milk 
13210500	203651	Tapioca pudding, home recipe, with fat free (skim)  milk 
13210500	207373	Tapioca pudding, home recipe, with low fat (1%) milk
13210520	100720	Tapioca pudding, dry mix, with whole milk 
13210520	100720	Pudding, tapioca,  dry mix, with whole milk 
13210520	200727	Pudding, tapioca,  dry mix, with fat free (skim)  milk
13210520	200727	Tapioca pudding, dry mix, with fat free (skim)  milk
13210520	201398	Tapioca pudding, dry mix, with reduced fat (2%) milk
13210520	201398	Pudding, tapioca,  dry mix, with reduced fat (2%) milk
13210520	201921	Pudding, tapioca,  dry mix, with low fat (1%) milk 
13210520	201921	Tapioca pudding, dry mix, with low fat (1%) milk 
13210520	204518	Tapioca pudding, dry mix, with light cream
13210520	204518	Pudding, tapioca,  dry mix, with light cream
13210520	205449	Pudding, tapioca,  dry mix, with half and half
13210520	205449	Tapioca pudding, dry mix, with half and half
13210520	206259	Tapioca pudding, dry mix, with soy milk (soy beverage)
13210520	206259	Pudding, tapioca,  dry mix, with soy milk (soy beverage)
13210530	0	Pudding, tapioca, chocolate, with milk
13210530	0	Tapioca pudding, chocolate, with milk
13210610	100379	Pudding, coconut, with reduced fat (2%) milk
13210610	100379	Coconut pudding, with reduced fat (2%) milk 
13210610	200583	Coconut pudding, with whole milk 
13210610	200583	Pudding, coconut, with whole milk
13210710	0	Pudding, Indian (with milk, molasses and cornmeal)
13210710	0	Indian pudding, (with milk, molasses and cornmeal)
13210750	0	Pudding, pumpkin
13210750	0	Pumpkin pudding
13210810	0	Pumpkin pudding, Puerto Rican style
13210810	0	Pudding, pumpkin, Puerto Rican style
13210820	0	Custard, fresh corn, Puerto Rican style 
13220110	100034	Pudding, vanilla, dry mix, with reduced fat (2%) milk
13220110	100034	Vanilla pudding, dry mix, with reduced fat (2%) milk
13220110	200385	Vanilla pudding, dry mix, whole milk
13220110	200385	Pudding, vanilla, dry mix, with whole milk
13220110	200665	Pudding, vanilla, dry mix, with fat free (skim) milk
13220110	200665	Vanilla pudding, dry mix, with fat free (skim) milk
13220110	202106	Vanilla pudding, dry mix, with low fat (1%) milk
13220110	202106	Pudding, vanilla, dry mix, with low fat (1%) milk
13220120	200243	Pudding, chocolate, dry mix, with fat free (skim) milk
13220120	200243	Chocolate pudding, dry mix, with fat free (skim) milk
13220120	200504	Chocolate pudding, dry mix, with reduced fat (2%) milk
13220120	200504	Pudding, chocolate, dry mix, with reduced fat (2%) milk
13220120	201111	Pudding, chocolate, dry mix, with whole milk
13220120	201111	Chocolate pudding, dry mix, with whole milk
13220120	201777	Chocolate pudding, dry mix, with low fat (1%) milk
13220120	201777	Pudding, chocolate, dry mix, with low fat (1%) milk
13220120	203537	Pudding, chocolate, dry mix, with half and half
13220120	203537	Chocolate pudding, dry mix, with half and half
13220120	205865	Chocolate pudding, dry mix, with soymilk
13220120	205865	Pudding, chocolate, dry mix, with soymilk
13220210	100147	Pudding, vanilla, low-calorie dry mix, with reduced fat (2%) milk
13220210	100147	Pudding, vanilla, sugar free dry mix, with reduced fat (2%) milk
13220210	100147	Vanilla pudding, low-calorie dry mix, with reduced fat (2%) milk
13220210	100147	Vanilla pudding, sugar free dry mix, with reduced fat (2%) milk
13220210	200395	Vanilla pudding, sugar free dry mix, with fat free (skim) milk
13220210	200395	Vanilla pudding, low-calorie dry mix, with fat free (skim) milk
13220210	200395	Pudding, vanilla, sugar free dry mix, with fat free (skim) milk
13220210	200395	Pudding, vanilla, low-calorie dry mix, with fat free (skim) milk
13220210	205586	Pudding, vanilla, low-calorie dry mix, with low fat (1%) milk
13220210	205586	Pudding, vanilla, sugar free dry mix, with low fat (1%) milk
13220210	205586	Vanilla pudding, low-calorie dry mix, with low fat (1%) milk
13220210	205586	Vanilla pudding, sugar free dry mix, with low fat (1%) milk
13220210	206251	Vanilla pudding, sugar free dry mix, whole milk
13220210	206251	Vanilla pudding, low-calorie dry mix, whole milk
13220210	206251	Pudding, vanilla, low-calorie dry mix, whole milk
13220210	206251	Pudding, vanilla, sugar free dry mix, with whole milk
13220220	200605	Pudding, chocolate, low-calorie dry mix, with reduced fat (2%) milk
13220220	200605	Pudding, chocolate, sugar free dry mix, with reduced fat (2%) milk
13220220	200605	Chocolate pudding, low-calorie dry mix, with reduced fat (2%) milk
13220220	200605	Chocolate pudding, sugar free dry mix, with reduced fat (2%) milk
13220220	201118	Chocolate pudding, sugar free dry mix, with fat free (skim) milk
13220220	201118	Chocolate pudding, low-calorie dry mix, with fat free (skim) milk
13220220	201118	Pudding, chocolate, sugar free dry mix, with fat free (skim) milk
13220220	201118	Pudding, chocolate, low-calorie dry mix, with fat free (skim) milk
13220220	206196	Pudding, chocolate, low-calorie dry mix, with low fat (1%) milk
13220220	206196	Pudding, chocolate, sugar free dry mix, with low fat (1%) milk
13220220	206196	Chocolate pudding, low-calorie dry mix, with low fat (1%) milk
13220220	206196	Chocolate pudding, sugar free dry mix, with low fat (1%) milk
13220220	206763	Chocolate pudding, sugar free dry mix, with whole milk
13220220	206763	Chocolate pudding, low-calorie dry mix, with whole milk
13220220	206763	Pudding, chocolate, sugar free dry mix, with whole milk
13220220	206763	Pudding, chocolate, low-calorie dry mix, with whole milk
13220230	0	Pudding, chocolate, ready-to-eat (snack pack or cup), reduced fat
13220230	0	Chocolate pudding, ready-to-eat (snack pack or cup), reduced fat
13220235	0	Chocolate pudding, ready-to-eat (snack pack or cup), fat free
13220235	0	Pudding, chocolate, ready-to-eat (snack pack or cup), fat free
13220240	0	Pudding, vanilla, ready-to-eat (snack pack or cup), reduced fat
13220240	0	Vanilla pudding, ready-to-eat (snack pack or cup), reduced fat
13220245	0	Vanilla pudding, ready-to-eat (snack pack or cup), fat free
13220245	0	Pudding, vanilla, ready-to-eat (snack pack or cup), fat free
13230110	0	Pudding, vanilla, ready-to-eat (snack pack or cup)
13230110	0	Vanilla pudding, ready-to-eat (snack pack or cup)
13230120	0	Vanilla pudding, ready-to-eat (snack pack or cup), low calorie
13230120	0	Pudding, vanilla, ready-to-eat (snack pack or cup), low calorie
13230130	0	Pudding, chocolate, ready-to-eat (snack pack or cup)
13230130	0	Chocolate pudding, ready-to-eat (snack pack or cup)
13230140	0	Chocolate pudding, ready-to-eat (snack pack or cup), low calorie
13230140	0	Pudding, chocolate, ready-to-eat (snack pack or cup), low calorie
13230200	0	Pudding, chocolate swirl, ready-to-eat (snack pack or cup)
13230200	0	Chocolate swirl pudding, ready-to-eat (snack pack or cup)
13230500	0	Pudding, tapioca, ready-to-eat (snack pack or cup)
13230500	0	Tapioca pudding, ready-to-eat (snack pack or cup)
13230510	0	Tapioca pudding, ready-to-eat (snack pack or cup), fat free
13230510	0	Pudding, tapioca, ready-to-eat (snack pack or cup), fat free
13241000	0	Banana pudding, with vanilla wafers, made with reduced fat (2%) milk
13241000	206113	Banana pudding, with vanilla wafers, made with whole milk
13250000	0	Chocolate mousse
13250000	0	Mousse, chocolate, with reduced fat (2%) milk
13250000	207333	Mousse, chocolate, with whole milk
13250000	207827	Mousse, chocolate, with low fat (1%) milk
13250100	0	Mousse, fruit-flavored
13250100	0	Fruit-flavored mousse
13251000	0	Chantilly Cream
13252100	0	Coconut custard, Puerto Rican style
13252100	0	Custard, coconut, Puerto Rican style
13252200	0	Dulce de leche
13252200	0	Milk dessert or candy, Puerto Rican style 
13252500	0	Barfi or Burfi, Indian dessert
13252600	0	Tiramisu
13299996	0	Pudding, vanilla, instant, low-calorie dry mix
13299997	0	Pudding, vanilla, instant, dry mix
13299998	0	Pudding, chocolate, low-calorie, instant, dry mix
13299999	0	Pudding, chocolate, instant, dry mix
13411000	0	White sauce, made with margarine
13411000	0	Milk sauce, made with margarine
13411000	0	Cream sauce, made with margarine
13411000	205622	Cream sauce, made with butter
13411000	205622	Milk sauce, made with butter
13411000	205622	White sauce, made with butter
13412000	0	Milk gravy, with meat drippings
13412000	0	Quick gravy, with meat drippings
13412000	206701	Quick gravy, without fat
13412000	206701	Milk gravy, without fat
13412000	207008	Milk gravy, with vegetable oil
13412000	207008	Quick gravy, with vegetable oil
13412000	207010	Quick gravy, with margarine
13412000	207010	Milk gravy, with margarine
14101010	0	Roquefort cheese
14101010	0	Blue cheese
14101010	0	Cheese, Blue or Roquefort
14102010	0	Cheese, Brick
14102010	0	Bondost cheese
14102010	0	Brick cheese
14102010	0	Oka cheese
14102110	0	Brick cheese, with salami
14102110	0	Cheese, Brick, with salami
14103010	0	Cheese, Camembert
14103010	0	Camembert cheese
14103020	0	Brie cheese
14103020	0	Cheese, Brie
14104010	0	Cheese, Cheddar 
14104010	0	Cheddar cheese
14104010	0	Hoop cheese
14104010	0	Pioneer cheese
14104015	0	Cheese, Cheddar, reduced fat
14104015	0	Cheddar cheese, reduced fat
14104020	0	Cheese, Cheddar, dry, grated
14104020	0	Cheddar cheese, dry, grated
14104115	0	Cheese, Cheddar, fat free
14104115	0	Cheddar cheese, fat free
14104200	0	Cheese, Colby
14104200	0	Colby cheese
14104250	0	Colby Jack cheese
14104250	0	Cheese, Colby Jack
14104400	0	Cheese, Feta
14104400	0	Feta cheese
14104600	0	Fontina cheese
14104600	0	Cheese, Fontina
14104700	0	Cheese, goat
14104700	0	Goat cheese
14105010	0	Gouda  cheese
14105010	0	Edam cheese
14105010	0	Cheese, Gouda or Edam
14105200	0	Cheese, Gruyere
14105200	0	Gruyere cheese
14106010	0	Limburger cheese
14106010	0	Cheese, Limburger
14106200	0	Cheese, Monterey
14106200	0	Monterey cheese
14106500	0	Monterey cheese, low fat
14106500	0	Cheese, Monterey, low fat
14106600	0	Pepper jack cheese
14107020	0	Cheese, Mozzarella, whole milk
14107020	0	Mozzarella cheese, whole milk
14107030	0	Mozzarella cheese, part skim
14107030	0	Poly-O cheese
14107030	0	String cheese, part skim
14107030	0	Stringsters cheese
14107030	0	Cheese, Mozzarella, part skim
14107040	0	Cheese, Mozzarella, low sodium
14107040	0	String cheese, low sodium
14107040	0	Mozzarella cheese, low sodium
14107060	0	Mozzarella cheese, nonfat or fat free
14107060	0	String cheese, fat free
14107060	0	Cheese, Mozzarella, nonfat or fat free
14107200	0	Cheese, Muenster
14107200	0	Muenster cheese
14107250	0	Muenster cheese, low fat
14107250	0	Cheese, Muenster, low fat
14108010	0	Cheese, Parmesan, dry grated
14108010	0	Parmesan cheese, dry grated
14108015	0	Parmesan cheese, dry grated, reduced fat
14108015	0	Cheese, Parmesan, dry grated, reduced fat
14108020	0	Cheese, Parmesan, hard
14108020	0	Parmesan cheese, hard
14108050	0	Parmesan cheese, low sodium
14108050	0	Cheese, Parmesan, low sodium
14108060	0	Parmesan cheese topping, fat free
14108200	0	Port du Salut cheese
14108200	0	Cheese, Port Salut
14108400	0	Cheese, Provolone
14108400	0	Provolone cheese
14108420	0	Provolone cheese, reduced fat
14108420	0	Cheese, Provolone, reduced fat
14109010	0	Cheese, Swiss
14109010	0	Swiss cheese
14109020	0	Swiss cheese, low sodium
14109020	0	Cheese, Swiss, low sodium
14109030	0	Cheese, Swiss, low fat
14109030	0	Swiss cheese, low fat
14110010	0	Cheese, Cheddar or Colby, low sodium
14110010	0	Cheddar cheese, low sodium
14110010	0	Colby cheese, low sodium
14110030	0	Colby cheese, low fat
14110030	0	Cheddar cheese, low fat
14110030	0	Cheese, Cheddar or Colby, low fat
14120010	0	Cheese, Mexican blend
14120010	0	Mexican blend cheese
14120020	0	Mexican blend cheese, reduced fat
14120020	0	Cheese, Mexican blend, reduced fat
14131000	0	Queso Anejo (aged Mexican cheese)
14131500	0	Queso Asadero
14132000	0	Queso Chihuahua
14133000	0	Queso Fresco
14134000	0	Cheese, cotija
14134000	0	Queso cotija
14201010	0	Cheese, cottage, creamed, large or small curd
14201010	0	Cottage cheese, creamed, large or small curd
14201200	0	Cheese, cottage, farmer's
14201200	0	Cottage cheese, farmer's
14201501	0	Cheese, Ricotta, whole milk
14201502	0	Cheese, Ricotta, part skim
14202010	0	Cottage cheese with fruit
14202010	0	Cheese, cottage, with fruit
14202020	0	Cheese, cottage, with vegetables
14202020	0	Cottage cheese with vegetables
14203010	0	Cottage cheese, fat free, dry curd
14203010	0	Cheese, cottage, fat free, dry curd
14203020	0	Cottage cheese, salted, dry curd
14203020	0	Cheese, cottage, salted, dry curd
14203510	0	Cheese, white, Puerto Rican 
14203510	0	White cheese, Puerto Rican 
14204010	0	Cheese, cottage, low fat (1-2% fat)
14204010	0	Cottage cheese, low fat (1-2% fat)
14204020	0	Cottage cheese with fruit, low fat
14204020	0	Cheese, cottage, with fruit, low fat
14204030	0	Cheese, cottage, with vegetables, low fat
14204030	0	Cottage cheese with vegetables, low fat
14206010	0	Cottage cheese, low fat, low sodium
14206010	0	Cheese, cottage, low fat, low sodium
14207010	0	Cheese, cottage, low fat, lactose reduced
14207010	0	Cottage cheese, low fat, lactose reduced
14301010	0	Cheese, cream
14301010	0	Cream cheese
14303010	0	Light cream cheese
14303010	0	Cheese, cream, light 
14303010	0	Neufchatel cheese
14410100	0	Processed cheese, American and Swiss blend
14410100	0	American and Swiss blend processed cheese
14410120	0	Cheese, American, reduced fat
14410120	0	American cheese, reduced fat
14410200	0	American cheese, pasteurized processed
14410200	0	American cheese, singles
14410200	0	Processed cheese, American 
14410210	0	Processed cheese, American, low sodium
14410210	0	American cheese, pasteurized processed, low-sodium
14410300	0	American cheese, pasteurized processed, low fat
14410300	0	Processed cheese, American, low fat
14410330	0	Velveeta Light
14410330	0	American cheese spread, reduced fat
14410330	0	Cheese spread, American or Cheddar reduced fat
14410350	0	Cheese, processed, American, fat free
14410350	0	Processed American cheese,  fat free
14410380	0	Processed cream cheese product, fat free
14410380	0	Philadelphia Free cream cheese product
14410380	0	Cream cheese product, fat free
14410400	0	Cheese, processed, Swiss
14410400	0	Processed Swiss cheese
14410420	0	Processed Swiss cheese, low fat
14410420	0	Cheese, processed, Swiss, low fat
14410500	0	Cheese, processed cheese food
14410500	0	Handi-Snack cheese
14410500	0	Processed cheese food
14410600	0	Processed cheese, with vegetables
14410600	0	Pimiento cheese
14410600	0	Pepper cheese
14410600	0	Cheese, processed, with vegetables
14410620	0	Cheese, processed, with wine
14410620	0	Port wine cheese spread
14410620	0	Processed cheese, with wine
14420100	0	Velveeta
14420100	0	Sharp cheddar cheese spread
14420100	0	Cheez Whiz
14420100	0	Cheese spread, American or Cheddar
14420160	0	Cheese spread, Swiss cheese 
14420160	0	Swiss cheese spread
14420160	0	Swiss almond cheese spread
14420200	0	Rondele Cheese Spread
14420200	0	Cheese spread, cream cheese, regular
14420210	0	Cheese spread, cream cheese, light 
14420300	0	Cheese spread, pressurized can
14420300	0	Kraft Easy Cheese
14502010	0	Imitation cheese, American or cheddar 
14502010	0	American or cheddar imitation cheese
14502040	0	American or cheddar imitation cheese, low cholesterol
14502040	0	Imitation cheese, American or cheddar, low cholesterol
14504010	0	Imitation mozzarella cheese
14504010	0	Mozzarella imitation cheese
14610200	0	Cheese, cottage cheese with gelatin 
14610200	0	Cottage cheese with gelatin (Jello)
