Food_Item_ID	FoodCode	ModCode	Food Name	Protein (g)	Total Fat (g)	Carbohydrate (g)	Energy (kcal)	Alcohol (g)	Water (g)	Caffeine (mg)	Theobromine (mg)	Total Sugars (g)	Total Dietary Fiber (g)
824	25230810	0	Veal loaf	14.4	26.1999	2.8999	308	0	52.5	0	0	0	0
825	25230820	0	Pastrami, turkey	16.3	6.21	3.3399	139	0	71.73	0	0	3.3399	0.1
826	25230840	0	Salami, turkey	19.3	9.21	1.55	172	0	68.93	0	0	1.12	0.1
827	25230900	0	Turkey or chicken breast, luncheon meat, prepackaged or deli	17.07	1.6598	4.21	104	0	74.0699	0	0	3.5099	0.5
828	25230905	0	Turkey or chicken breast, luncheon meat, prepackaged or deli, low salt (low sodium)	22.8098	0.88	4.21	116	0	74.0699	0	0	3.5099	0.5
829	25231110	0	Beef, luncheon meat, prepackaged or deli	17.94	3.3999	2.5899	117	0	72.53	0	0	0	0
830	25231150	0	Corned beef, pressed	27.1	14.93	0	250	0	57.7199	0	0	0	0
831	25240110	0	Chicken salad spread	11.64	13.52	7.41	200	0	66.17	0	0	0	0
832	25240210	0	Deviled ham (potted ham)	12.5	30.3	2.1	334	0	51.5	0	0	0	0
833	25240220	0	Ham salad spread	8.6799	15.5299	10.64	216	0	62.6	0	0	0	0
5226	26100150	0	Fish, battered and fried	16.66	13.5398	6.71	218	0	62.64	0	0	0.41	0.2
6197	26100260	0	Fish sticks, breaded, fast food	11.01	16.23	21.66	277	0	49.5	0	0	1.6498	1.5
6198	26100270	0	Fish sticks, breaded	11.01	16.23	21.66	277	0	49.5	0	0	1.6498	1.5
834	26101180	0	Anchovy, canned	28.89	9.71	0	210	0	50.2999	0	0	0	0
835	26103120	0	Barracuda, baked or broiled with margarine	24.5598	13.33	0.1	226	0	58.8999	0	0	0.04	0
836	26103140	0	Barracuda, floured or breaded, fried in shortening	19.87	16.84	9.73	276	0	50.93	0	0	0.86	0.6
837	26103160	0	Barracuda, steamed or poached	25.2398	9.9199	0	199	0	61.63	0	0	0	0
838	26105120	0	Carp, baked or broiled with margarine	21.82	10.5299	0.1	188	0	66.43	0	0	0.04	0
839	26105120	203146	Carp, baked or broiled without fat	21.991	6.902	0.358	157.559	0	69.605	0	0	0.099	0.017
840	26105120	205995	Carp, baked or broiled with oil	21.373	10.3059	0.348	184.9439	0	66.8599	0	0	0.097	0.016
841	26105120	206967	Carp, baked or broiled with butter	21.3799	9.736	0.349	179.792	0	67.3439	0	0	0.099	0.016
6199	26105130	0	Carp, floured or breaded, baked or broiled with oil	18.94	11.56	12.52	235	0	55.77	0	0	1.12	0.6
6200	26105131	0	Carp, floured or breaded, baked or broiled without fat	19.8098	6.2199	13.1	194	0	59.6199	0	0	1.1698	0.6
842	26105140	0	Carp, floured or breaded, fried in shortening	17.98	14.91	9.73	249	0	56.1199	0	0	0.86	0.6
843	26105140	100867	Carp, floured or breaded, fried in oil 	17.8709	14.875	10.552	251.514	0	55.197	0	0	0.956	0.656
844	26105160	0	Carp, steamed or poached	22.42	7.04	0	160	0	69.3799	0	0	0	0
6201	26105190	0	Carp, smoked	27.84	8.74	0	198	0	61.4399	0	0	0	0
845	26107120	0	Catfish, baked or broiled, with margarine	18.64	10.94	0.1	178	0	69.7998	0	0	0.04	0
846	26107120	202363	Catfish, baked or broiled, with butter	18.186	11.814	0.341	184.63	0	67.0759	0	0	0.096	0.016
847	26107120	202879	Catfish, baked or broiled, with oil 	18.1759	12.3729	0.339	189.6639	0	66.6029	0	0	0.094	0.016
848	26107120	203089	Catfish, baked or broiled, without fat	18.701	9.121	0.349	163.233	0	69.248	0	0	0.097	0.016
6202	26107124	0	Catfish, baked or broiled, with nonstick spray	19.1099	7.8498	0.2	154	0	72.2998	0	0	0.04	0
5347	26107129	0	Fish, catfish, raw, fillet	13.2982	2.052	0	75.5999	0	55.9223	0	0	0	0
6203	26107130	0	Catfish, floured or breaded, baked or broiled, with oil	16.51	11.88	12.52	228	0	58.34	0	0	1.12	0.6
6204	26107131	0	Catfish, floured or breaded, baked or broiled, with butter	16.53	10.98	12.5	219	0	59.1099	0	0	1.12	0.6
6205	26107132	0	Catfish, floured or breaded, baked or broiled, with margarine	16.51	9.74	12.5	209	0	60.4099	0	0	1.12	0.6
6206	26107133	0	Catfish, floured or breaded, baked or broiled, without fat	17.27	6.5499	13.1	186	0	62.2999	0	0	1.1698	0.6
6207	26107134	0	Catfish, floured or breaded, baked or broiled, with nonstick spray	17.2198	6.8399	13.14	189	0	62.03	0	0	1.1698	0.6
850	26107140	0	Catfish, floured or breaded, fried in shortening	15.7898	15.1999	9.73	243	0	58.4399	0	0	0.86	0.6
851	26107140	100387	Catfish, floured or breaded, fried in oil 	17.5249	14.5	8.464	238.632	0	57.0249	0	0	0.767	0.526
6208	26107141	0	Catfish, floured or breaded, fried in butter	15.8599	13.58	9.73	228	0	59.7999	0	0	0.87	0.6
6209	26107142	0	Catfish, floured or breaded, fried in margarine	15.84	11.6999	9.74	212	0	61.74	0	0	0.86	0.6
6210	26107144	0	Catfish, floured or breaded, fried with nonstick spray	18.77	8.16	11.64	201	0	60.42	0	0	1.03	0.7
852	26107150	201662	Catfish, battered, fried in oil 	14.826	17.0719	6.708	242.776	0	59.786	0	0	0.406	0.222
853	26107160	0	Catfish, steamed or poached	19.1498	7.4699	0	150	0	72.84	0	0	0	0
854	26109120	0	Cod, baked or broiled, with margarine	18.68	4.1798	0.1	117	0	75.78	0	0	0.04	0
855	26109120	201039	Cod, baked or broiled, without fat	21.5249	0.757	0.349	99.546	0	76.337	0	0	0.097	0.016
856	26109120	201359	Cod, baked or broiled, with oil 	20.9209	4.2439	0.339	127.764	0	73.4929	0	0	0.094	0.016
857	26109120	202670	Cod, baked or broiled, with butter	20.928	3.694	0.341	122.801	0	73.9579	0	0	0.096	0.016
6211	26109124	0	Cod, baked or broiled, with nonstick spray	19.16	0.91	0.2	91	0	78.43	0	0	0.04	0
5348	26109128	0	Fish, cod, raw, Pacific, fillet	14.2348	0.38	0	64.5999	0	61.0356	0	0	0	0
5349	26109129	0	Fish, cod, raw, Atlantic, fillet	17.3508	0.6536	0	79.7998	0	57.6991	0	0	0	0
858	26109130	0	Cod, floured or breaded, baked or broiled, with margarine	16.55	6.71	12.52	181	0	62.9099	0	0	1.12	0.6
859	26109130	201574	Cod, floured or breaded, baked or broiled, without fat	21.123	1.9219	9.0739	143.773	0	66.5759	0	0	0.905	0.559
6212	26109131	0	Cod, floured or breaded, baked or broiled, with butter	16.57	5.83	12.5	173	0	63.67	0	0	1.12	0.6
6213	26109134	0	Cod, floured or breaded, baked or broiled, with nonstick spray	17.26	1.4498	13.14	140	0	66.79	0	0	1.1698	0.6
860	26109140	0	Cod, floured or breaded, fried in shortening	15.82	10.5398	9.73	201	0	62.56	0	0	0.86	0.6
861	26109140	204165	Cod, floured or breaded, fried in oil 	19.2029	10.808	8.2509	210.8069	0	60.551	0	0	0.822	0.508
6214	26109141	0	Cod, floured or breaded, fried in butter	15.9	8.9199	9.73	186	0	63.92	0	0	0.87	0.6
6215	26109142	0	Cod, floured or breaded, fried in margarine	15.8698	7.04	9.74	170	0	65.8598	0	0	0.86	0.6
6216	26109144	0	Cod, floured or breaded, fried with nonstick spray	18.8098	2.62	11.64	151	0	65.3199	0	0	1.03	0.7
862	26109150	101070	Cod, battered, fried in oil 	17.428	7.988	6.945	173.263	0	67.1149	0	0	0.421	0.23
863	26109160	0	Cod, steamed or poached	19.1999	0.52	0	87	0	78.9899	0	0	0	0
864	26109170	0	Cod, dried, salted	62.82	2.37	0	290	0	16.14	0	0	0	0
865	26109180	0	Cod, dried, salted, salt removed in water	18.73	0.5	0	85	0	80.31	0	0	0	0
866	26109190	0	Cod, smoked	23.91	0.64	0	108	0	73.7	0	0	0	0
867	26111120	0	Croaker, (sea trout, spot), baked or broiled with margarine	21.76	7.5598	0.1	160	0	68.54	0	0	0.04	0
868	26111120	201441	Croaker, (sea trout, spot), baked or broiled with oil 	21.314	7.3949	0.348	157.393	0	68.921	0	0	0.097	0.016
869	26111120	206032	Croaker, (sea trout, spot), baked or broiled without fat	21.9289	3.907	0.358	129.2119	0	71.7249	0	0	0.099	0.017
870	26111130	0	Croaker, (sea trout, spot), breaded, baked with margarine	18.8998	9.2898	12.52	214	0	57.38	0	0	1.12	0.6
6217	26111131	0	Croaker, (sea trout, spot), floured or breaded, baked or broiled, without fat	19.76	3.85	13.1	171	0	61.2999	0	0	1.1698	0.6
871	26111140	0	Croaker, (sea trout, spot), floured or breaded, fried in shortening	17.94	12.8698	9.73	230	0	57.57	0	0	0.86	0.6
872	26111140	100455	Croaker, (sea trout, spot), floured or breaded, fried in oil 	17.616	12.916	12.045	238.036	0	55.1259	0	0	1.092	0.749
873	26111160	0	Croaker, (sea trout, spot), steamed or poached	22.3599	3.99	0	131	0	71.54	0	0	0	0
874	26113110	206933	Eel, cooked with oil	19.4149	20.585	5.33	288.824	0	52.6409	0	0	0.019	0.189
875	26113160	0	Eel, steamed or poached	23.19	14.66	0	231	0	59.2599	0	0	0	0
876	26113190	0	Eel, smoked	28.73	18.17	0	287	0	49.38	0	0	0	0
5350	26115009	0	Fish, flatfish, (flounder or sole), raw, fillet	10.9727	1.7062	0	61.9198	0	58.3992	0	0	0	0
877	26115120	0	Flounder, baked or broiled with margarine	15.1899	6.04	0.1	118	0	76.6098	0	0	0.04	0
878	26115120	100464	Flounder, baked or broiled without fat	22.654	1.4299	0.349	110.36	0	73.67	0	0	0.097	0.016
879	26115120	200995	Flounder, baked or broiled with oil 	22.0189	4.8979	0.339	138.275	0	70.9009	0	0	0.094	0.016
880	26115120	201381	Flounder, baked or broiled with butter	22.024	4.3479	0.341	133.3009	0	71.369	0	0	0.096	0.016
6218	26115124	0	Flounder, baked or broiled, with nonstick spray	15.57	2.8199	0.2	92	0	79.28	0	0	0.04	0
881	26115130	0	Flounder, floured or breaded, baked or broiled, with margarine	13.88	8.13	12.52	182	0	63.5399	0	0	1.12	0.6
882	26115130	202708	Flounder, floured or breaded, baked or broiled, without fat	22.105	2.474	9.076	152.881	0	64.289	0	0	0.904	0.559
6219	26115131	0	Flounder, floured or breaded, baked or broiled, with butter	13.9	7.24	12.5	174	0	64.2998	0	0	1.12	0.6
6220	26115134	0	Flounder, floured or breaded, baked or broiled, with nonstick spray	14.47	2.93	13.14	141	0	67.45	0	0	1.1698	0.6
883	26115140	0	Flounder, floured or breaded, fried in shortening	13.41	11.82	9.73	201	0	63.13	0	0	0.86	0.6
884	26115140	100824	Flounder, floured or breaded, fried in oil 	19.1789	10.846	7.82	209.3499	0	60.3759	0	0	0.709	0.486
6221	26115141	0	Flounder, floured or breaded, fried in butter	13.49	10.1999	9.73	187	0	64.4899	0	0	0.87	0.6
6222	26115142	0	Flounder, floured or breaded, fried in margarine	13.46	8.33	9.74	171	0	66.43	0	0	0.86	0.6
6223	26115144	0	Flounder, floured or breaded, fried with nonstick spray	15.94	4.1398	11.64	152	0	66	0	0	1.03	0.7
885	26115150	201594	Flounder, battered, fried in oil 	17.637	11.603	6.708	205.1829	0	62.9309	0	0	0.406	0.222
886	26115160	0	Flounder, steamed or poached	15.6099	2.43	0	88	0	79.84	0	0	0	0
887	26115190	0	Flounder, smoked	29.98	4.66	0	169	0	62.8699	0	0	0	0
888	26117120	0	Haddock, (pollock, scrod, monkfish), baked or broiled with margarine	19.9698	4.23	0.1	123	0	75.0798	0	0	0.04	0
889	26117120	100596	Haddock, (pollock, scrod, monkfish), baked or broiled without fat	22.734	0.882	0.426	105.8379	0	74.6059	0	0	0.111	0.068
890	26117120	201554	Haddock, (pollock, scrod, monkfish), baked or broiled with oil 	22.097	4.362	0.414	133.8489	0	71.813	0	0	0.108	0.066
891	26117120	201747	Haddock, (pollock, scrod, monkfish), baked or broiled with butter	22.102	3.813	0.415	128.8849	0	72.28	0	0	0.11	0.066
892	26117130	0	Haddock, (pollock, scrod, monkfish), breaded, baked with margarine	17.53	6.75	12.52	186	0	62.38	0	0	1.12	0.6
893	26117130	202751	Haddock, (pollock, scrod, monkfish), breaded, baked without fat	22.178	1.983	9.076	148.7059	0	65.186	0	0	0.904	0.559
894	26117130	207117	Haddock, (pollock, scrod, monkfish), breaded, baked with oil	20.626	10.5909	8.441	215.624	0	58.875	0	0	0.841	0.52
895	26117140	0	Haddock, (pollock, scrod, monkfish), floured or breaded, fried in shortening	16.71	10.58	9.73	205	0	62.0799	0	0	0.86	0.6
896	26117140	100866	Haddock, (pollock, scrod, monkfish), floured or breaded, fried in oil	19.242	10.42	7.82	205.7179	0	61.1559	0	0	0.709	0.486
897	26117160	0	Haddock, (pollock, scrod, monkfish), steamed or poached	20.52	0.57	0	93	0	78.2699	0	0	0	0
898	26117190	0	Haddock, (pollock, scrod, monkfish), smoked	25.23	0.96	0	116	0	71.48	0	0	0	0
6224	26118020	0	Halibut, baked or broiled, with oil	22.71	5.2999	0.1	144	0	71.3598	0	0	0.04	0
6225	26118021	0	Halibut, baked or broiled, with butter	22.7198	4.73	0.1	139	0	71.8499	0	0	0.04	0
6226	26118022	0	Halibut, baked or broiled, with margarine	22.6999	3.9199	0.1	132	0	72.7	0	0	0.04	0
6227	26118023	0	Halibut, baked or broiled, without fat	23.3798	1.6799	0.1	115	0	74.2998	0	0	0.04	0
6228	26118024	0	Halibut, baked or broiled, with nonstick spray	23.2898	2.06	0.2	118	0	73.9	0	0	0.04	0
6229	26118030	0	Halibut, floured or breaded, baked or broiled, with oil	19.62	7.57	12.52	202	0	59.5399	0	0	1.12	0.6
6230	26118031	0	Halibut, floured or breaded, baked or broiled, with butter	19.64	6.69	12.5	193	0	60.2999	0	0	1.12	0.6
6231	26118032	0	Halibut, floured or breaded, baked or broiled, with margarine	19.6099	5.45	12.5	183	0	61.6	0	0	1.12	0.6
6232	26118033	0	Halibut, floured or breaded, baked or broiled, without fat	20.52	2.0499	13.1	159	0	63.5499	0	0	1.1698	0.6
6233	26118034	0	Halibut, floured or breaded, baked or broiled, with nonstick spray	20.46	2.35	13.14	161	0	63.28	0	0	1.1698	0.6
6234	26118040	0	Halibut, floured or breaded, fried in oil	18.6	11.32	9.73	219	0	59.5099	0	0	0.86	0.6
6235	26118041	0	Halibut, floured or breaded, fried in butter	18.67	9.6898	9.73	205	0	60.88	0	0	0.87	0.6
6236	26118042	0	Halibut, floured or breaded, fried in margarine	18.64	7.82	9.74	188	0	62.82	0	0	0.86	0.6
6237	26118044	0	Halibut, floured or breaded, fried with cooking spray	22.1	3.54	11.64	173	0	61.7	0	0	1.03	0.7
6238	26118050	0	Halibut, steamed or poached	23.34	1.6698	0	114	0	74.45	0	0	0	0
6239	26118060	0	Halibut, smoked	44.6099	3.2	0	219	0	51.5499	0	0	0	0
899	26119100	0	Herring, raw	17.96	9.0398	0	158	0	72.0498	0	0	0	0
900	26119120	0	Herring, baked or broiled with margarine	21.98	14.74	0.1	226	0	61.2199	0	0	0.04	0
901	26119120	201099	Herring, baked or broiled with oil 	21.529	14.427	0.348	222.078	0	61.7569	0	0	0.097	0.016
902	26119120	202972	Herring, baked or broiled without fat	22.151	11.141	0.358	195.7649	0	64.355	0	0	0.099	0.017
6240	26119130	0	Herring, floured or breaded, baked or broiled, with oil	19.0598	14.77	12.52	264	0	51.7999	0	0	1.12	0.6
6241	26119131	0	Herring, floured or breaded, baked or broiled, without fat	19.93	9.58	13.1	224	0	55.46	0	0	1.1698	0.6
903	26119140	205525	Herring, floured or breaded, fried in oil	17.945	17.7659	10.7959	278.3969	0	51.3789	0	0	0.978	0.672
904	26119160	0	Herring, pickled, in cream sauce	11.74	18.35	8.2698	248	0	59.1099	0	0	6.73	0
905	26119170	0	Herring, dried, salted	55.71	28.0398	0	490	0	10.98	0	0	0	0
906	26119180	0	Herring, pickled	14.1899	18	9.64	262	0	55.2199	0	0	7.71	0
907	26119190	0	Herring, smoked, kippered	24.5798	12.3698	0	217	0	59.7	0	0	0	0
908	26121100	0	Mackerel, raw	19.0798	11.91	0	189	0	65.73	0	0	0	0
5351	26121109	0	Fish, mackerel, raw, Atlantic, fillet	18.3645	13.7136	0	201.74	0	41.0178	0	0	0	0
6242	26121120	0	Mackerel, baked or broiled, with oil	23.3599	18.2198	0.1	264	0	53.52	0	0	0.04	0
909	26121120	206794	Mackerel, baked or broiled, without fat	22.9549	14.288	0.348	228.5269	0	57.676	0	0	0.097	0.016
6344	26121131	0	Mackerel, floured or breaded, baked or broiled, with oil	20.12	17.43	12.52	293	0	45.92	0	0	1.12	0.6
6345	26121132	0	Mackerel, floured or breaded, baked or broiled, without fat	21.0398	12.3599	13.09	255	0	49.31	0	0	1.1698	0.6
910	26121140	204690	Mackerel, floured or breaded, fried in oil	20.288	21.497	8.172	312.2029	0	45.942	0	0	0.741	0.508
911	26121180	0	Mackerel, canned	23.19	6.2999	0	156	0	69.17	0	0	0	0
912	26121190	0	Mackerel, smoked	25.5398	10.0398	0	200	0	61.27	0	0	0	0
913	26123120	0	Mullet, baked or broiled with margarine	23.68	8.31	0.1	176	0	67.29	0	0	0.04	0
6346	26123121	0	Mullet, baked or broiled, without fat	24.37	4.78	0.1	148	0	70.0999	0	0	0.04	0
6347	26123130	0	Mullet, floured or breaded, baked or broiled, with oil	20.3599	9.8698	12.52	226	0	56.43	0	0	1.12	0.6
6348	26123131	0	Mullet, floured or breaded, baked or broiled, without fat	21.2898	4.45	13.1	184	0	60.2999	0	0	1.1698	0.6
914	26123140	100501	Mullet, floured or breaded, fried in oil	19.1119	13.356	10.7959	243.9629	0	55.545	0	0	0.978	0.672
915	26123160	0	Mullet, steamed or poached	24.3298	4.7698	0	147	0	70.26	0	0	0	0
916	26125120	0	Ocean perch, (rockfish, orange roughy), baked or broiled with margarine	18.73	5.5598	0.1	129	0	74.7	0	0	0.04	0
917	26125120	101284	Ocean perch, (rockfish, orange roughy), baked or broiled with oil	21.762	5.4119	0.339	141.779	0	70.48	0	0	0.094	0.016
919	26125130	0	Ocean perch, (rockfish, orange roughy), floured or breaded, baked with margarine	16.59	7.7698	12.52	190	0	62.0799	0	0	1.12	0.6
6349	26125131	0	Ocean perch, (rockfish, orange roughy), floured or breaded, baked or broiled, without fat	17.35	2.2599	13.1	147	0	66.2198	0	0	1.1698	0.6
920	26125140	0	Ocean perch, (rockfish, orange roughy), floured or breaded, fried in shortening	15.8599	11.49	9.73	209	0	61.81	0	0	0.86	0.6
921	26125140	100975	Ocean perch, (rockfish, orange roughy), floured or breaded, fried in oil	18.9789	11.246	7.82	212.074	0	60.0489	0	0	0.709	0.486
922	26125160	0	Ocean perch, (rockfish, orange roughy), steamed or poached	19.25	1.94	0	99	0	77.8799	0	0	0	0
923	26127120	0	Perch, baked or broiled with margarine	23.7198	4.7999	0.1	144	0	69.8799	0	0	0.04	0
924	26127120	200860	Perch, baked or broiled with oil 	22.661	4.583	0.339	138.275	0	70.9819	0	0	0.094	0.016
925	26127120	203332	Perch, baked or broiled without fat	23.315	1.106	0.349	110.36	0	73.754	0	0	0.097	0.016
926	26127120	203610	Perch, baked or broiled with butter	22.666	4.033	0.341	133.3009	0	71.45	0	0	0.096	0.016
6350	26127124	0	Perch, baked or broiled, with nonstick spray	24.3298	1.55	0.2	118	0	72.3799	0	0	0.04	0
927	26127130	0	Perch, floured or breaded, baked with margarine	20.3998	7.19	12.52	202	0	58.4099	0	0	1.12	0.6
928	26127130	100568	Perch, floured or breaded, baked with oil	21.856	6.6449	8.7469	187.4019	0	61.122	0	0	0.872	0.539
929	26127130	203003	Perch, floured or breaded, baked without fat	22.6789	2.192	9.076	152.881	0	64.3619	0	0	0.904	0.559
6351	26127131	0	Perch, floured or breaded, baked or broiled, with butter	20.41	6.2999	12.5	193	0	59.18	0	0	1.12	0.6
6352	26127134	0	Perch, floured or breaded, baked or broiled, with nonstick spray	21.27	1.95	13.14	161	0	62.1	0	0	1.1698	0.6
930	26127140	100350	Perch, floured or breaded, fried in oil 	19.0019	11.039	11.598	225.5689	0	56.4859	0	0	1.0509	0.721
6353	26127141	0	Perch, floured or breaded, fried in butter	19.37	9.3498	9.73	205	0	59.8599	0	0	0.87	0.6
6354	26127142	0	Perch, floured or breaded, fried in margarine	19.34	7.48	9.74	188	0	61.7999	0	0	0.86	0.6
6355	26127144	0	Perch, floured or breaded, fried with nonstick spray	22.94	3.1299	11.64	173	0	60.49	0	0	1.03	0.7
931	26127150	204693	Perch, battered, fried in oil 	18.7459	8.2449	6.945	181.2239	0	65.2139	0	0	0.421	0.23
932	26127160	0	Perch, steamed or poached	24.3798	1.1598	0	114	0	72.93	0	0	0	0
933	26129120	0	Pike, baked or broiled with margarine	23.5598	4.5198	0.1	141	0	69.62	0	0	0.04	0
934	26129120	201172	Pike, baked or broiled with oil	22.509	4.314	0.339	134.7709	0	70.7369	0	0	0.094	0.016
6356	26129121	0	Pike, baked or broiled, without fat	24.26	0.87	0.1	111	0	72.51	0	0	0.04	0
6357	26129130	0	Pike, floured or breaded, baked or broiled, with oil	20.28	6.9699	12.52	199	0	58.21	0	0	1.12	0.6
6358	26129131	0	Pike, floured or breaded, baked or broiled, without fat	21.1999	1.4198	13.1	156	0	62.1599	0	0	1.1698	0.6
935	26129150	0	Pike, battered, fried in oil 	18	11.18	6.71	203	0	62.81	0	0	0.41	0.2
936	26129160	0	Pike, steamed or poached	24.2198	0.87	0	111	0	72.6598	0	0	0	0
937	26131100	0	Pompano, raw	18.48	9.47	0	164	0	71.12	0	0	0	0
938	26131120	0	Pompano, (bluefish, mahi mahi, yellowtail), baked or broiled with margarine	22.6099	15.26	0.1	233	0	60.0799	0	0	0.04	0
939	26131120	202069	Pompano, (bluefish, mahi mahi, yellowtail), baked or broiled with butter	22.158	14.366	0.349	224.062	0	61.134	0	0	0.099	0.016
940	26131120	203073	Pompano, (bluefish, mahi mahi, yellowtail), baked or broiled with oil 	22.152	14.942	0.348	229.2659	0	60.643	0	0	0.097	0.016
941	26131120	205284	Pompano, (bluefish, mahi mahi, yellowtail), baked or broiled without fat	22.792	11.6709	0.358	203.16	0	63.209	0	0	0.099	0.017
6359	26131130	0	Pompano, (bluefish, mahi mahi, yellowtail), floured or breaded, baked or broiled, with oil	19.55	15.17	12.52	270	0	50.93	0	0	1.12	0.6
6360	26131131	0	Pompano, (bluefish, mahi mahi, yellowtail), floured or breaded, baked or broiled, without fat	20.44	10	13.1	230	0	54.5499	0	0	1.1698	0.6
942	26131140	204139	Pompano, (bluefish, mahi mahi, yellowtail), floured or breaded, fried in oil	18.382	18.1269	10.7959	283.437	0	50.5979	0	0	0.978	0.672
943	26131160	0	Pompano, (bluefish, mahi mahi, yellowtail), steamed or poached	23.2398	11.91	0	206	0	62.85	0	0	0	0
944	26131190	0	Pompano, (bluefish, mahi mahi, yellowtail), smoked	21.5798	11.06	0	192	0	65.4	0	0	0	0
945	26133120	0	Porgy, (snapper), baked or broiled with margarine	23.1	7.0198	0.1	161	0	65.28	0	0	0.04	0
946	26133120	100976	Porgy, (snapper), baked or broiled with oil 	22.631	6.868	0.348	158.591	0	65.7339	0	0	0.097	0.016
947	26133120	202974	Porgy, (snapper), baked or broiled without fat	23.285	3.365	0.358	130.4449	0	68.447	0	0	0.099	0.017
948	26133130	0	Porgy, (snapper), floured or breaded, baked or broiled, with margarine	19.92	8.88	12.52	215	0	54.8999	0	0	1.12	0.6
6361	26133131	0	Porgy, (snapper), floured or breaded, baked or broiled, without fat	20.8298	3.4199	13.1	172	0	58.7	0	0	1.1698	0.6
949	26133140	100567	Porgy, (snapper), floured or breaded, fried in oil 	18.509	12.5589	12.045	238.848	0	52.968	0	0	1.092	0.749
950	26133150	0	Porgy, (snapper), battered, fried in oil 	15.23	12.68	9.38	215	0	60.14	0	0	0.57	0.3
951	26133160	0	Porgy, (snapper), steamed or poached	23.7398	3.43	0	132	0	68.2	0	0	0	0
952	26135120	0	Ray, baked or broiled with margarine	25.67	9.1998	0.1	192	0	63.09	0	0	0.04	0
953	26135160	0	Ray, steamed or poached	26.3798	5.6699	0	163	0	65.95	0	0	0	0
954	26137100	0	Salmon, raw (sashimi)	20.5	4.4	0	127	0	75.5199	0	0	0	0
5352	26137108	0	Fish, salmon, raw, Pacific, wild	21.59	5.6863	0	143.65	0	57.7999	0	0	0	0
5353	26137109	0	Fish, salmon, raw, Atlantic, farmed	18.785	10.4974	0	175.0997	0	55.0375	0	0	0	0
955	26137120	0	Salmon, baked or broiled, with margarine	25.0798	9.06	0.1	188	0	65.4599	0	0	0.04	0
956	26137120	200202	Salmon, baked or broiled, with oil 	24.2429	7.841	0.353	174.2249	0	66.435	0	0	0.098	0.016
957	26137120	200265	Salmon, baked or broiled, with butter	24.247	7.266	0.354	169.014	0	66.926	0	0	0.1	0.016
958	26137120	201437	Salmon, baked or broiled, without fat	24.943	4.3129	0.363	146.062	0	69.221	0	0	0.101	0.017
6362	26137124	0	Salmon, baked or broiled, with nonstick spray	25.7198	5.9199	0.2	164	0	67.8598	0	0	0.04	0
