Food_Item_ID	FoodCode	ModCode	Food Name	Protein (g)	Total Fat (g)	Carbohydrate (g)	Energy (kcal)	Alcohol (g)	Water (g)	Caffeine (mg)	Theobromine (mg)	Total Sugars (g)	Total Dietary Fiber (g)
2774	56207230	101330	Cream of wheat,  quick, cooked (with salt, milk, and margarine)	4.6699	4.49	13.34	113	0	76.09	0	0	5.24	0.5
2775	56207300	0	Maltex or Malt-O-Meal, cooked (with salt, no fat added)	2.0499	0.37	13.7898	63	0	83.09	0	0	0.08	1.7
2776	56207300	101335	Maltex or Malt-O-Meal, cooked (with salt and milk, no fat added)	5.0499	2.1299	17.9698	107	0	73.5999	0	0	4.7999	1.7
5157	56207300	900000	Maltex or Malt-O-Meal, cooked (no salt or fat added)	2.18	0.41	15.02	68	0	81.7399	0	0	0.13	0.8
2777	56207330	0	Maltex or Malt-O-Meal, cooked (with salt and margarine)	1.94	4.5198	12.98	96	0	79.7998	0	0	0.07	1.6
2778	56207330	206406	Maltex or Malt-O-Meal, cooked (with salt, milk, and margarine)	4.75	6.08	16.93	137	0	70.9599	0	0	4.5	1.6
5426	56207399	0	Maltex, dry	10.5338	1.9779	72.7258	349.5998	0	372.5998	0	0	0.598	4.1398
2780	56208510	0	Oat bran cereal, cooked (with salt and margarine)	2.2799	3.33	8.72	54	0	84.81	0	0	0.19	2
2781	56208530	0	Oat bran cereal, cooked (with salt and milk, no fat added)	5.7	2.9199	13.82	84	0	76.1299	0	0	5.48	2
2782	56208540	0	Oat bran cereal, cooked, cooked (with salt, milk, and margarine)	5.5198	5.1699	13.39	102	0	74.4698	0	0	5.2999	2
5427	56208599	0	Oat bran cereal, dry	16.849	7.8849	62.167	356.8999	0	738.5339	0	0	0	14.1099
2783	56210000	0	Nestum cereal	2.6699	1.6	12.63	75	0	82.75	0	0	0.28	1.8
5247	56299901	0	Oatmeal, instant, plain, cooked (no fat added)	2.2566	1.304	13.1554	68.2432	0	1.6891	0	0	0.2837	1.8916
5248	56299902	0	Oatmeal, instant, cinnamon and spice, cooked (no fat added)	2.6	1.3211	20.7515	100.6059	0	1.8848	0	0	6.9089	2.1818
5249	56299903	0	Oatmeal, instant, raisins and spice, cooked (no fat added)	2.2682	1.0791	20.4817	96.3413	0	2.2621	0	0	9.9634	1.5243
5250	56299904	0	Oatmeal, instant, plain, cooked (with milk, no fat added)	4.9105	2.8969	16.884	108	0	74.2241	0	0	4.3954	1.8666
5251	56299905	0	Oatmeal, instant, cinnamon and spice, cooked (with milk, no fat added)	4.9795	2.7517	24.0094	135.9281	0	67.0336	0	0	10.5228	2.1556
5252	56299906	0	Oatmeal, instant, raisins and spice, cooked (with milk, no fat added)	4.6661	2.5213	23.7625	131.9276	0	67.7989	0	0	13.562	1.506
5253	56299907	0	Oatmeal, instant, plain, cooked (with soymilk, no fat added)	4.3333	2.48	16.9666	102	0	74.8598	0	0	3.2332	2
5254	56299908	0	Oatmeal, instant, cinnamon and spice, cooked (with soymilk, no fat added)	4.461	2.3772	24.0838	130.5389	0	67.6046	0	0	9.4789	2.2753
5255	56299909	0	Oatmeal, instant, raisins and spice, cooked (with soymilk, no fat added)	4.1444	2.1444	23.8372	126.506	0	68.3734	0	0	12.512	1.6265
2784	57101000	0	All-Bran Cereal	13.14	4.9	74.2399	260	0	2.12	0	0	15.69	29.3
2785	57101020	0	All-Bran with Extra Fiber Cereal	11.3	3.5	77	192	0	3	0	0	0.37	50
2786	57102000	0	Alpen Cereal 	11.1999	3.2999	75.7	352	0	7.4	0	0	20	9.0998
2787	57103000	0	Alpha-Bits Cereal 	10	4.5998	80.2998	389	0	1.2	0	0	21	7.0998
2788	57103020	0	Alpha-bits with marshmallows cereal	5.9	3.2999	86.7	398	0	1.5	0	0	35.7	1.7
2789	57103050	0	Amaranth Flakes Cereal 	15.5398	7	71.15	353	0	3	0	0	0.42	9.5
2790	57103100	0	Apple Cinnamon Cheerios Cereal	7.5998	5.7	81.2998	387	0	2.2999	0	0	34.2	6.5
2791	57103500	0	Apple Cinnamon Squares Mini-Wheats Cereal	7.2	1.8	80.0999	331	0	9.5	0	0	21.1999	8.5999
2792	57104000	0	Apple Jacks Cereal	5.0998	3.3999	88.2	375	0	2.5	0	0	43.7	9.3
2793	57106050	0	Banana Nut Crunch Cereal 	9.9	9.6998	73	406	0	4.9	0	0	18.1	11.3
6257	57106060	0	Banana Nut Cheerios	5.5	4	84.5999	374	0	2.2	0	0	33.1	6.2
2794	57106100	0	Basic 4 Cereal 	6.7	3.8999	79.2	358	0	6.2	0	0	22.6	6.7999
2795	57106250	0	Berry Berry Kix Cereal 	6.2	4.2	83.7998	376	0	2.1	0	0	20.8998	5.7999
2796	57106260	0	Berry Burst Cheerios Cereal 	8.8	4.5	80.5	378	0	2.04	0	0	27	7.5998
2797	57106530	0	Blueberry Morning Cereal 	6.5	5.2999	81.5999	395	0	4.7	0	0	29.1999	4.7
2798	57107000	0	Booberry Cereal 	5.5	4.2999	85.4	386	0	1.8898	0	0	27.2898	4.2
2799	57110000	0	All-Bran Bran Buds Cereal 	8.9	2.5	81	257	0	3	0	0	26.6999	42.5
2800	57111000	0	Bran Chex Cereal 	7.7999	3.2	82.7	342	0	2.56	0	0	21	13.1999
2801	57117000	0	Cap'n Crunch Cereal 	4.3898	5.12	85.51	398	0	2.5	0	0	44.32	2.5
2802	57117500	0	Cap'n Crunch's Christmas Crunch Cereal 	4.44	4.83	85.92	397	0	2.5	0	0	44.31	2.6
2803	57119000	0	Cap'n Crunch's Crunch Berries Cereal 	4.45	4.83	85.9	397	0	2.5	0	0	44.2	2.6
2804	57120000	0	Cap'n Crunch's Peanut Butter Crunch Cereal 	7.0998	9.23	78.65	417	0	2.5	0	0	33.3599	2.7
2805	57123000	0	Cheerios Cereal 	12.09	6.73	73.23	378	0	5.1299	0	0	4.36	9.4
6258	57124050	0	Chex Cinnamon	5	6.5899	82.4	403	0	2.31	0	0	26.1	2.3999
6259	57124100	0	Chocolate Cheerios	5.69	5.0899	83.4	379	0	2.2	1	47	34.3999	6.2999
2806	57124200	0	Chocolate flavored frosted puffed corn cereal	3.3399	3.5	87.2	405	0	3.4199	4	136	43.7	3.7999
6260	57124300	0	Chocolate Lucky Charms	5.7999	4.5	83.7	378	0	2.2999	4	38	36.5	5.7999
2807	57124500	0	Cinnamon Grahams Cereal	5	2.7999	86	378	0	2.6299	0	0	38	3.2
2808	57125000	0	Cinnamon Toast Crunch Cereal 	5.2698	10.1	79.01	410	0	2.64	0	0	29.6999	5.2
2809	57125010	0	Cinnamon Toast Crunch Reduced Sugar Cereal 	5.2999	10.1	77.5	388	0	2.8999	0	0	19.6999	10.6
2810	57125900	0	Honey Nut Clusters Cereal 	7.7	2	85.2	374	0	2.35	0	0	24.8	6.2999
2811	57126000	0	Cocoa Krispies Cereal 	4.5998	2.7	87.9	389	0	2.81	5	41	38.6	1.3998
2812	57126500	0	Cocoa Blasts Cereal	3.6699	3.54	88.7	394	0	2.5	21	188	48.2899	2.5
2813	57127000	0	Cocoa Pebbles Cereal 	4.7999	4.0998	85.7	397	0	2.5	2	75	35.7999	1.6
2814	57128000	0	Cocoa Puffs Cereal 	5.5998	5.2	83.7	383	0	1.8	6	53	37.2	5.7
6261	57128005	0	Cocoa Puffs, reduced sugar	5.5998	5.2	83.7	383	0	1.8	6	53	37.2	5.7
2815	57128880	0	Complete Oat Bran Flakes Cereal	11	3.5	77	350	0	3	0	0	20	13
2816	57130000	0	Cookie-Crisp Cereal 	5.2	4.4	84.5	380	0	2.2999	4	36	34.7999	5.0998
2817	57131000	0	Crunchy Corn Bran Cereal	6.37	4.0598	83.68	331	0	2.5	0	0	20.66	15.3
2818	57132000	0	Corn Chex Cereal 	6.4	2.3999	84.9	370	0	2.49	0	0	11.1	5.5998
2819	57134090	0	Corn flakes cereal, low sodium 	7.7	0.3	88.7998	399	0	3	0	0	6.11	1.1
2820	57135000	0	Corn flakes cereal	7.5	0.4	84.0999	357	0	3.7599	0	0	9.5	3.2999
2821	57137000	0	Corn Puffs Cereal 	7.69	3.4599	82.8199	357	0	2.79	0	0	9.7599	8.8
2822	57138000	0	Total Corn Flakes Cereal 	6.0499	1.61	85.5499	373	0	2.56	0	0	11	2.5
2823	57139000	0	Count Chocula Cereal	5.4	4.69	84.5	383	0	1.8898	1	31	33.09	5
2824	57143000	0	Cracklin' Oat Bran Cereal	9.1998	14.1	70.2998	395	0	3	0	0	28	12.6999
2825	57143500	0	Cranberry Almond Crunch Cereal	8.9	5.9	76.5999	384	0	6.2	0	0	25.5	11.1
2826	57144000	0	Crisp Crunch Cereal	4.3898	5.12	85.51	398	0	2.5	0	0	44.32	2.5
2827	57148000	0	Crispix Cereal	5.7	1.1	86.9	369	0	3	0	0	11.6	2.7999
2828	57148500	0	Crispy Brown Rice Cereal 	6.69	1.26	86.2198	364	0	3.62	0	0	7.65	0.7
2829	57148600	0	Harmony Cereal	11	2.2	79	365	0	2.83	0	0	24	4
6262	57151000	0	Crispy Rice	6.69	1.26	86.2198	364	0	3.62	0	0	7.65	0.7
2830	57160000	0	Curves Fruit and Nut Crunch Cereal	6.12	3.06	85.4399	347	0	3	0	0	20.41	10.1999
2831	57201800	0	Disney Cereal	3.33	1.6699	90	388	0	2.5	0	0	46.67	0
2832	57201900	0	Dora the Explorer Cereal	5.5998	5.7	82.7998	366	0	2.2999	0	0	21.1999	10.1999
2833	57206000	0	Familia Cereal	9.5	6.2999	73.7998	388	0	1.8998	0	0	23.1999	8.5
2834	57206700	0	Fiber One Cereal	6.69	2.2	84.59	200	0	3.18	0	0	0.19	47.5
6263	57206705	0	Fiber One Caramel Delight	5.7999	5.7999	82.6898	344	0	2.75	0	0	20.7898	19.1
6264	57206710	0	Fiber One Honey Clusters	6.5	2.5	85.1898	302	0	2.5899	0	0	11.69	26.6999
6265	57206715	0	Fiber One Raisin Bran Clusters	5.5	2.3999	85.4	309	0	4.5499	0	0	25.5	19.5
2835	57206800	0	Fiber 7 Flakes Cereal	14.44	1.4098	78.15	353	0	3	0	0	20	14.1
2836	57208000	0	Complete Wheat Bran Flakes Cereal	10.1999	2.5	81.5999	327	0	2.5	0	0	18.8	17.3
2837	57209000	0	Natural Bran Flakes Cereal	10.3	2.2	79.2998	322	0	3.3999	0	0	17.8	18.1999
2838	57211000	0	Frankenberry Cereal	5.5	4.2999	85.4	386	0	1.8898	0	0	27.2898	4.2
2839	57212100	0	French Toast Crunch Cereal	6.25	10.94	77.5499	438	0	2.0499	0	0	34.38	3.1
2840	57213000	0	Froot Loops Cereal	5.2999	3.3999	88	375	0	2.5	0	0	41.7	9.3
2841	57213005	0	Froot Loops Cereal Straws	5.4	11.4	78.4	438	0	2	0	0	38.6	3.1
2842	57213850	0	Frosted Cheerios Cereal	8.0998	4.2	81.7	378	0	2.2	0	0	32.1	6.4
2843	57214000	0	Frosted Mini-Wheats Cereal	9.1998	1.6	84.4	350	0	4.7999	0	0	20.3	10.8
2844	57214100	0	Frosted Wheat Bites Cereal	7.7999	1.8998	83.7998	352	0	6	0	0	22.3	9.5998
2845	57215000	0	Frosty O's Cereal	8.0998	4.2	81.7	378	0	2.2	0	0	32.1	6.4
2846	57218000	0	Frosted Rice Krispies Cereal	4.2999	0.4	91.2998	384	0	2.5	0	0	40.2	0.5
2847	57221000	0	Fruit & Fibre (fiber) Cereal with dates, raisins, and walnuts	7.0998	5.5998	76.2	385	0	8.5	0	0	23.6	9.6998
2848	57221650	0	Fruit Harvest Cereal	6.5	1	86	355	0	3	0	0	33.5	6.2
2849	57221800	0	Fruit Whirls Cereal 	5.2999	3.3999	88	375	0	2.5	0	0	41.7	9.3
2850	57221810	0	Fruity Cheerios Cereal	5.7999	4.5899	84.1898	381	0	2.2	0	0	32.2	5.9
2851	57223000	0	Fruity Pebbles Cereal	4.5998	4	86.0999	402	0	3	0	0	34.3999	0.8
2852	57224000	0	Golden Grahams Cereal	5.2999	3.2	85.0999	374	0	2.2	0	0	35	5.5998
2853	57228000	0	Granola, homemade	14.85	24.0598	53.25	489	0	5.4	0	0	20	9
2854	57229000	0	Granola, lowfat	8.6998	5.7	80.9	389	0	3.5	0	0	28.3	7
2855	57229500	0	Granola with Raisins, lowfat	9	5.2	80.0999	381	0	3.7999	0	0	27.8998	7.4
2856	57230000	0	Grape-Nuts Cereal	10.9	2.1	81.9	351	0	3.5	0	0	8.9	11.9
2857	57231000	0	Grape-Nut Flakes Cereal	9.4	3.7	82	376	0	3.2999	0	0	15.1999	10.1999
2858	57231200	0	Great Grains, Raisin, Date, and Pecan Whole Grain Cereal	7.9	7.0998	74.2998	378	0	8.5	0	0	24.1	9.3
2859	57231250	0	Great Grains Double Pecan Whole Grain Cereal	9	10.5	73	403	0	5.2	0	0	15.4	9.6998
2860	57237100	0	Honey Bunches of Oats Cereal	7.12	5.4599	81.1898	398	0	5	0	0	19.7898	4.2
5550	57237200	0	Honey Bunches of Oats with Vanilla Clusters	7.9	5.0998	82.2	393	0	2.7999	0	0	20.6	7.5998
2861	57237300	0	Honey Bunches of Oats with Almonds Cereal	7.7	7.2999	79.5999	409	0	2.8999	0	0	20	5.5
6266	57237310	0	Honey Bunches of Oats with Pecan Bunches	7	5.5998	82	401	0	2.8999	0	0	21.3998	5.0998
2862	57238000	0	Honeycomb Cereal, plain	6.2999	3	86.5	396	0	1.2	0	0	31.1999	3.2999
2863	57239000	0	Honeycomb Cereal, strawberry	6.2999	3	86.5	396	0	1.2	0	0	31.1999	3.2999
2864	57239100	0	Honey Crunch Corn Flakes Cereal	6.7999	1.8998	87	385	0	3	0	0	33	3.3999
2865	57240100	0	Honey Nut Chex Cereal	6.25	3.1299	87.5	375	0	2.2	0	0	28.1298	3.1
2866	57241000	0	Honey Nut Cheerios Cereal	8.8	4.7	79.9	376	0	2.2	0	0	33.2	7.2
2867	57241200	0	Honey Nut Shredded Wheat Cereal	8.4	2.8999	83.5999	374	0	3	0	0	20.6999	10.6999
2868	57243000	0	Honey Smacks Cereal	5.7	2.2	88.5	380	0	2.8999	0	0	56.2	5
2869	57243870	0	Jenny O's Cereal	9.1699	2.68	74.98	359	0	11.31	0	0	2.72	4.7999
2870	57244000	0	Just Right Cereal	7.7	2.7	83.7	371	0	3.2	0	0	21.1999	5.0999
2871	57245000	0	Just Right Fruit and Nut Cereal	7	3.2999	81.7	366	0	5.9	0	0	25	5.2
2872	57301100	0	Kaboom Cereal	3.33	3.33	87.26	400	0	2.37	0	0	20	3.2999
2873	57301500	0	Kashi Cereal, Puffed	13	2.2999	78.5999	336	0	4	0	0	0.93	8
2874	57301505	0	Kashi Autumn Wheat Cereal	12	1.3998	79	338	0	5	0	0	12.4	11.1999
2875	57301510	0	Kashi GOLEAN Cereal	26.1	1.8998	58	284	0	2.2	0	0	12	19.6
2876	57301511	0	Kashi GOLEAN Crunch	16.6	5.7	73	365	0	3.5	0	0	24	15.1
2877	57301512	0	Kashi GOLEAN Crunch Honey Almond Flax Cereal	16.8998	9.9	66.9	381	0	3.6499	0	0	22.1	15.1999
2878	57301520	0	Kashi Good Friends Cereal	9.4	3.2	79.2998	299	0	3.5	0	0	18.8	21.6999
2879	57301530	0	Kashi Heart to Heart Cereal	10.3	5.2999	77.5	352	0	2.5	0	0	15.6	15.1
6267	57301535	0	Kashi Heart to Heart Oat Flakes and Blueberry Clusters	10.5	3.3999	79.7998	369	0	3.1	0	0	22.3	8.0998
6268	57301540	0	Kashi Honey Sunshine	7.5998	4.0998	84	343	0	2.5	0	0	20.3	17.8
2880	57302100	0	King Vitaman Cereal	6.41	3.4399	83.8499	381	0	3.35	0	0	20.27	3.3999
2881	57303100	0	Kix Cereal	7.69	3.4599	82.8199	357	0	2.79	0	0	9.7599	8.8
6269	57303105	0	Honey Kix	6.4	3.8999	83	364	0	2.37	0	0	18.1999	8.3
2882	57304100	0	Life Cereal (plain or cinnamon)	9.98	4.4298	77.7399	374	0	4.2999	0	0	19.43	6.5998
2883	57305100	0	Lucky Charms Cereal	7.6699	5.0198	80.89	380	0	4.15	0	0	36.13	5
2884	57305150	0	Frosted oat cereal with marshmallows	7.0998	3.5	84.0999	388	0	2.7999	0	0	43.5	4.2999
6270	57305160	0	Malt-O-Meal Blueberry Muffin Tops	5.2999	3.2	85.0999	374	0	2.2	0	0	35	5.5998
6271	57305165	0	Malt-O-Meal Cinnamon Toasters	5.7999	10.1	79.09	431	0	2.3999	0	0	34.7899	4.7
2885	57305170	0	Malt-O-Meal Coco-Roos Cereal	4.1699	4.6699	85.93	397	0	4.5	4	131	48.9699	3.1
6272	57305174	0	Malt-O-Meal Colossal Crunch	4.45	4.83	85.9	397	0	2.5	0	0	44.2	2.6
6273	57305175	0	Malt-O-Meal Cocoa Dyno-Bites	4.0899	3.0499	89.4	402	0	1.5	1	38	45.2	1.1
2886	57305180	0	Malt-O-Meal Corn Bursts Cereal	3.41	0.35	88.65	384	0	0.89	0	0	42.4699	1.8998
2887	57305200	0	Malt-O-Meal Crispy Rice Cereal	6.75	2.0499	85.0498	381	0	5.0598	0	0	9.8698	0.4
2888	57305210	0	Malt-O-Meal Frosted Flakes Cereal	4.32	1.1	85.1898	370	0	3.48	0	0	38.0399	2.2999
6274	57305215	0	Malt-O-Meal Frosted Mini Spooners	9.39	2.0699	82.9	388	0	4.4	0	0	17.89	10.5
2889	57305300	0	Malt-O-Meal Fruity Dyno-Bites Cereal	3.8999	3.1499	90.0999	404	0	1.2	0	0	42.6	1
6275	57305400	0	Malt-O-Meal Honey Graham Squares	5.2999	3.2	85.0999	374	0	2.2	0	0	35	5.5998
2890	57305500	0	Malt-O-Meal Honey and Nut Toasty O's Cereal	8.8	4.7	79.9	376	0	2.2	0	0	33.2	7.2
2891	57305600	0	Malt-O-Meal Marshmallow Mateys Cereal	7.2	3.6	83.2998	394	0	1.7	0	0	42.7999	4.5998
2892	57306100	0	Malt-O-Meal Puffed Rice Cereal	7.0099	0.9	87.78	383	0	3.91	0	0	0	1.3998
2893	57306120	0	Malt-O-Meal Puffed Wheat Cereal	16.26	2.1499	76.39	366	0	3.69	0	0	1.37	9.4
6276	57306130	0	Malt-O-Meal Raisin Bran	8	2.5299	78.09	320	0	8.5	0	0	32.09	13.6999
2894	57306500	0	Malt-O-Meal Golden Puffs (formerly Sugar Puffs) Cereal	5.7	2.2	88.5	380	0	2.8999	0	0	56.2	5
2895	57306700	0	Malt-O-Meal Toasted Oat Cereal	12.09	6.73	73.23	378	0	5.1299	0	0	4.36	9.4
2896	57306800	0	Malt-O-meal Tootie Fruities Cereal	5	3.29	87.9	401	0	1.5	0	0	45.7	2.5
2897	57307010	0	Maple Pecan Crunch Cereal	8.3	8.65	76.9	404	0	3.1	0	0	23.0798	7.7
2898	57307150	0	Marshmallow Safari Cereal	5.79	5.0199	84.2699	396	0	2.1	0	0	47.27	4.2
2899	57307500	0	Millet, puffed	13	3.3999	80	354	0	2.5	0	0	0.55	2.7
2900	57307600	0	Mini-Swirlz Cinnamon Bun Cereal	5.7	6.9	83	406	0	1.8	0	0	11	3.3999
2901	57308190	0	Muesli, dried fruit and nuts	9.6998	4.9	77.7998	340	0	5.7999	0	0	31	7.2999
2902	57308300	0	Multi Bran Chex Cereal	7.7999	3.2	82.7	342	0	2.56	0	0	21	13.1999
2903	57308400	0	MultiGrain Cheerios Cereal	7.9	3.5	82.5	365	0	2.5	0	0	21	9
2904	57308900	0	Natural Muesli, Jenny's Cuisine	10.6	6.75	70.34	372	0	10.59	0	0	12.76	8.5
2905	57309100	0	Nature Valley Granola, with fruit and nuts	8	4.5998	80	386	0	6.7199	0	0	33.4099	5
2906	57311700	0	Nu System Cuisine Toasted Grain Circles Cereal	11.33	5.9	74.68	367	0	3.7599	0	0	4.0199	10.1
2907	57316200	0	Nutty Nuggets Cereal	10.9	2.1	81.9	351	0	3.5	0	0	8.9	11.9
2908	57316300	0	Oat Bran Flakes Cereal	10	3	78	380	0	3.3999	0	0	22	8
2909	57316410	0	Oatmeal Crisp Cereal, Apple Cinnamon	7.2699	3.64	84	382	0	2.5899	0	0	34.5499	7.2999
2910	57316450	0	Oatmeal Crisp with Almonds Cereal	9.8	6.7	78.9	393	0	2.5	0	0	26.8	8.0998
2911	57316500	0	Oatmeal Crisp Cereal, Raisin	8.1898	3.7	81.5	371	0	4.71	0	0	30.6	7.5
2912	57316710	0	Oh's Cereal, Honey Graham	4.0198	7.45	83.76	412	0	2.75	0	0	43.2299	2
2913	57316750	0	Oh's Cereal, Fruitangy	4.87	3.5	87.2099	392	0	2.5	0	0	43.25	2.6
2914	57318000	0	100% Bran Cereal	12.6999	2.1	78.2	287	0	2.7999	0	0	24.3999	28.6
2915	57319000	0	100% Natural Cereal, plain	10.55	11.6198	73.65	421	0	2.1899	0	0	20.34	10.1999
2916	57319500	0	Sun Country 100% Natural Granola, with Almonds	11.77	18.02	67.2	467	0	1.37	0	0	20.42	5.2
2917	57320500	0	100 % Natural Cereal, with oats, honey and raisins	9.66	10.38	74.67	412	0	3.39	0	0	24.6298	9.4
2918	57321500	0	100 % Natural Wholegrain Cereal with raisins, lowfat	8.4199	5.5198	80.5699	388	0	3.3999	0	0	25.6498	9.5998
2919	57321700	0	Optimum Cereal	14.55	4.5499	73.37	345	0	3.6699	0	0	29.09	18.1999
2920	57321800	0	Optimum Slim Cereal	16.3599	4.5499	69.09	327	0	4.07	0	0	18.18	20
6277	57321900	0	Organic Flax Plus, Nature's Path	11.91	5.4599	75.2699	350	0	3	0	0	12.25	16.6
2921	57322500	0	Oreo O's Cereal	4.7999	8.8	81.9	415	0	2.5	3	24	47	5.5
2922	57323000	0	Sweet Crunch Cereal	4.5099	6.08	85.03	406	0	2	0	0	43.3599	2.2999
2923	57323050	0	Sweet Puffs Cereal	6.7599	1.9299	87.9899	391	0	2.22	0	0	47.4699	3.3999
2924	57324000	0	Peanut Butter Toast Crunch Cereal	6.6699	11.67	76	433	0	2.1	0	0	43.3299	3.2999
2925	57325000	0	Product 19 Cereal	8.5	1.3	84.2998	374	0	3.5	0	0	12.5	2.7999
6278	57326000	0	Puffins Cereal	7.41	3.7	84	333	0	3.5899	0	0	18.52	18.5
2926	57327450	0	Quaker Oat Bran Cereal	12.38	5.11	74.89	372	0	4	0	0	16.34	9.9
2927	57327500	0	Quaker Oatmeal Squares Cereal	11.38	4.83	77.7699	379	0	2.75	0	0	16.62	8.3
2928	57328000	0	Quisp Cereal	4.5099	6.08	85.03	406	0	2	0	0	43.3599	2.2999
2929	57330000	0	Kellogg's Raisin Bran Cereal	7.7199	2.72	77.29	314	0	10.4	0	0	31.3	11.4
2930	57330010	0	Kellogg's Raisin Bran Crunch Cereal	6.5998	1.7	85.2998	355	0	5	0	0	35.8999	8
2931	57331000	0	Post Raisin Bran Cereal	7.7	1.7	78.2	321	0	8.8	0	0	34	13.1999
2932	57332050	0	Total Raisin Bran Cereal	5.5998	1.6	76.7998	312	0	8.3598	0	0	32.2999	9.0998
2933	57332100	0	Raisin Nut Bran Cereal	7.0998	5.7999	80.5	368	0	4	0	0	28.1	9.9
2934	57335550	0	Reese's Peanut Butter Puffs Cereal	6.7999	11.1	75.5999	413	0	2.6	3	29	35.2999	4.7
2935	57336000	0	Rice Chex Cereal	6.9	1.3998	84.5	375	0	2.5899	0	0	8.0998	4.4
2936	57339000	0	Rice Krispies Cereal	6.75	2.0499	85.0498	381	0	5.0598	0	0	9.8698	0.4
2937	57339100	0	Rice Krispies with Real Strawberries Cereal	5.5	1	88	382	0	2.8999	0	0	31	0.3
2938	57339500	0	Rice Krispies Treats Cereal	4.7999	4.5998	84.7	399	0	3.5	0	0	31	0.2
2939	57340000	0	Puffed rice cereal	7.0099	0.9	87.78	383	0	3.91	0	0	0	1.3998
2940	57341000	0	Shredded Wheat'N Bran Cereal	10.89	2.0899	80.59	339	0	3.0899	0	0	0.8	14.6999
2941	57341200	0	Smart Start Cereal	7.0998	1.6	87.2998	371	0	3	0	0	28.6999	5.7999
2942	57342010	0	Smorz Cereal	5.2	7.2999	83.0999	409	0	2.7	0	1	42.7	2.8999
2943	57344000	0	Special K Cereal	18.6999	1.7	73	378	0	3	0	0	12.1999	1.1
6279	57344001	0	Special K Blueberry	6.9	1.5	86.2998	363	0	3.5	0	0	26.6999	8.5998
2944	57344005	0	Special K Chocolatey Delight Cereal	6.5	7.2999	81.2	381	0	3	4	39	29.8998	10.6
6280	57344007	0	Special K Low Fat Granola	8.6998	5.7	80.9	389	0	3.5	0	0	28.3	7
2945	57344010	0	Special K Red Berries Cereal	6.2	1.2	86.2	357	0	3	0	0	30.1999	8.5
2946	57344015	0	Special K Fruit & Yogurt Cereal	7.0998	2.8999	85.2998	367	0	3	0	0	32.1	8.0998
2947	57344020	0	Special K Vanilla Almond Cereal	7.7	4.2	83.2	378	0	3	0	0	30.3998	9.3
5551	57344025	0	Special K Cinnamon Pecan Cereal	7.5	6	81.2	375	0	3	0	0	24	10.3
2948	57346500	0	Oatmeal Honey Nut Heaven Cereal	8.8	4.7	79.9	376	0	2.2	0	0	33.2	7.2
2949	57347000	0	Corn Pops Cereal	4.7999	1.3	89.7	387	0	3	0	0	31.3	8.4
2950	57349000	0	Frosted Flakes Cereal	3.96	1.6799	89.2	369	0	4.1798	0	0	35.43	2.2
6281	57349020	0	Reduced Sugar Frosted Flakes Cereal, Kellogg's	5.2999	0.4	87.5999	367	0	3	0	0	27.3998	10
2951	57355000	0	Golden Crisp Cereal	5.5	1.7	90.0999	380	0	1.3998	0	0	53.6	5
2952	57401100	0	Toasted oat Cereal	11.83	5.9699	74.2198	398	0	3.68	0	0	4.6398	10.6999
2953	57403100	0	Post Toasties Cereal	6.7	0.1	86.7	360	0	3.5	0	0	6.5	4.5
2954	57404100	0	Malt-O-Meal Toasty O's Cereal	13.1	5.9199	74.5999	404	0	2	0	0	3.8999	10.6999
2955	57404200	0	Malt-O-Meal Apple and Cinnamon Toasty O's Cereal	7.0999	5.69	82.5	410	0	1.8999	0	0	41.2	5
2956	57406100	0	Total Cereal	8.4	2.1	74.7	320	0	2.6699	0	0	16.3998	9.0998
2957	57406105	0	Total Cranberry Crunch Cereal	6.9	1.72	78	328	0	4	0	0	27.59	6.9
2958	57407100	0	Trix Cereal	5	4.0998	85.5999	383	0	2	0	0	32	4.5
2959	57407110	0	Trix Cereal, reduced sugar	5.2	5.5	83.9	376	0	2	0	0	23.8998	7.7
2960	57408100	0	Uncle Sam Cereal	15.98	11.6	65.78	346	0	4.4298	0	0	1.56	20.3
2961	57409100	0	Waffle Crisp Cereal	6	9.8	79.9	430	0	2.5	0	0	40	1.8
2962	57410000	0	Weetabix Whole Wheat Cereal	11.5	2.7999	77.4	373	0	5	0	0	2	11.4
2963	57411000	0	Wheat Chex Cereal	9.8	1.8	82.2	345	0	2.5	0	0	10.3	12.1999
2964	57412000	0	Wheat germ, plain	29.1	10.6999	49.6	382	0	5.5998	0	0	7.7999	15.1
2965	57413000	0	Wheat germ, with sugar and honey	26.55	7.78	58.1099	372	0	3.3999	0	0	24.85	10.1999
2966	57416000	0	Puffed wheat cereal, plain	16.26	2.1499	76.39	366	0	3.69	0	0	1.37	9.4
2967	57416010	0	Puffed wheat cereal, presweetened with sugar	5.7	2.2	88.5	380	0	2.8999	0	0	56.2	5
2968	57417000	0	Shredded Wheat Cereal, 100%	11.58	2.1499	80.0798	344	0	4.5499	0	0	0.92	12.1999
2969	57418000	0	Wheaties Cereal	8.3	2.2999	83.2998	353	0	2.6	0	0	15.1999	10.1
2970	57419000	0	Yogurt Burst Cheerios Cereal	6.6699	5.23	81.75	400	0	2.23	0	0	30	6.7
2971	57601100	0	Wheat bran, unprocessed	15.55	4.25	64.51	216	0	9.89	0	0	0.41	42.7999
